"seq_name","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name.y"
"OR971547",NA,NA,NA,NA,"=""19-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971546",NA,NA,NA,NA,"=""13-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971545",NA,NA,NA,NA,"=""12-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971494",NA,NA,NA,NA,"=""16-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971493",NA,NA,NA,NA,"=""09-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971492",NA,NA,NA,NA,"=""02-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971491",NA,NA,NA,NA,"=""04-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971490",NA,NA,NA,NA,"=""14-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971489",NA,NA,NA,NA,"=""05-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971488",NA,NA,NA,NA,"=""23-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971487",NA,NA,NA,NA,"=""14-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971486",NA,NA,NA,NA,"=""03-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971485",NA,NA,NA,NA,"=""03-May-2021""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971484",NA,NA,NA,NA,"=""02-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971483",NA,NA,NA,NA,"=""16-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971482",NA,NA,NA,NA,"=""24-Mar-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971481",NA,NA,NA,NA,"=""03-Oct-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971480",NA,NA,NA,NA,"=""24-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971479",NA,NA,NA,NA,"=""22-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971478",NA,NA,NA,NA,"=""17-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971477",NA,NA,NA,NA,"=""15-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971476",NA,NA,NA,NA,"=""14-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971475",NA,NA,NA,NA,"=""02-Jul-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971474",NA,NA,NA,NA,"=""25-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971473",NA,NA,NA,NA,"=""25-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971472",NA,NA,NA,NA,"=""24-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971471",NA,NA,NA,NA,"=""21-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971470",NA,NA,NA,NA,"=""01-Nov-2022""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971469",NA,NA,NA,NA,"=""12-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971468",NA,NA,NA,NA,"=""11-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971467",NA,NA,NA,NA,"=""23-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971466",NA,NA,NA,NA,"=""26-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971465",NA,NA,NA,NA,"=""26-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971464",NA,NA,NA,NA,"=""08-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971463",NA,NA,NA,NA,"=""08-May-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971462",NA,NA,NA,NA,"=""27-Jul-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971461",NA,NA,NA,NA,"=""29-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971460",NA,NA,NA,NA,"=""10-Dec-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971459",NA,NA,NA,NA,"=""29-May-2020""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971458",NA,NA,NA,NA,"=""04-Mar-2020""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971457",NA,NA,NA,NA,"=""03-Jan-2020""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971456",NA,NA,NA,NA,"=""27-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971455",NA,NA,NA,NA,"=""05-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971454",NA,NA,NA,NA,"=""24-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971453",NA,NA,NA,NA,"=""17-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971452",NA,NA,NA,NA,"=""03-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971451",NA,NA,NA,NA,"=""25-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971450",NA,NA,NA,NA,"=""09-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971449",NA,NA,NA,NA,"=""27-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971448",NA,NA,NA,NA,"=""01-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971447",NA,NA,NA,NA,"=""06-May-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971446",NA,NA,NA,NA,"=""18-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region III (Central Luzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971445",NA,NA,NA,NA,"=""13-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region III (Central Luzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971394",NA,NA,NA,NA,"=""01-Jan-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971393",NA,NA,NA,NA,"=""20-aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region II (Cagayan Valley)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971392",NA,NA,NA,NA,"=""21-apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971391",NA,NA,NA,NA,"=""18-apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971390",NA,NA,NA,NA,"=""04-apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971389",NA,NA,NA,NA,"=""08-nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971388",NA,NA,NA,NA,"=""02-nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971387",NA,NA,NA,NA,"=""29-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971386",NA,NA,NA,NA,"=""28-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971385",NA,NA,NA,NA,"=""06-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971384",NA,NA,NA,NA,"=""21-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971383",NA,NA,NA,NA,"=""15-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971382",NA,NA,NA,NA,"=""01-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971381",NA,NA,NA,NA,"=""10-sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Region I (Ilocos Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971380",NA,NA,NA,NA,"=""28-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971379",NA,NA,NA,NA,"=""23-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971378",NA,NA,NA,NA,"=""16-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971377",NA,NA,NA,NA,"=""08-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971376",NA,NA,NA,NA,"=""05-Sep-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971375",NA,NA,NA,NA,"=""30-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971374",NA,NA,NA,NA,"=""26-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971373",NA,NA,NA,NA,"=""26-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971372",NA,NA,NA,NA,"=""22-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971371",NA,NA,NA,NA,"=""18-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971370",NA,NA,NA,NA,"=""15-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971369",NA,NA,NA,NA,"=""15-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971368",NA,NA,NA,NA,"=""09-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971367",NA,NA,NA,NA,"=""09-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971366",NA,NA,NA,NA,"=""05-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971365",NA,NA,NA,NA,"=""21-Jul-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971364",NA,NA,NA,NA,"=""28-Jun-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971363",NA,NA,NA,NA,"=""27-Jun-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971362",NA,NA,NA,NA,"=""13-Jun-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971361",NA,NA,NA,NA,"=""10-Jun-2022""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971360",NA,NA,NA,NA,"=""11-May-2021""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971359",NA,NA,NA,NA,"=""11-Feb-2021""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971358",NA,NA,NA,NA,"=""13-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971357",NA,NA,NA,NA,"=""10-Jul-2021""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971356",NA,NA,NA,NA,"=""10-Jan-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971355",NA,NA,NA,NA,"=""21-Sep-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971354",NA,NA,NA,NA,"=""24-Aug-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971353",NA,NA,NA,NA,"=""23-Jul-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971352",NA,NA,NA,NA,"=""15-Jun-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971351",NA,NA,NA,NA,"=""31-Mar-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971350",NA,NA,NA,NA,"=""05-Feb-2020""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971349",NA,NA,NA,NA,"=""30-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971348",NA,NA,NA,NA,"=""24-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971347",NA,NA,NA,NA,"=""05-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971346",NA,NA,NA,NA,"=""16-Mar-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971345",NA,NA,NA,NA,"=""03-Oct-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971675",NA,NA,NA,NA,"=""20-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XIII (Caraga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971674",NA,NA,NA,NA,"=""18-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XIII (Caraga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971673",NA,NA,NA,NA,"=""10-Jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XIII (Caraga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971672",NA,NA,NA,NA,"=""15-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XIII (Caraga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971665",NA,NA,NA,NA,"=""09-aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971664",NA,NA,NA,NA,"=""01-jul-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971663",NA,NA,NA,NA,"=""24-jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971662",NA,NA,NA,NA,"=""09-mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971661",NA,NA,NA,NA,"=""03-mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971660",NA,NA,NA,NA,"=""23-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971659",NA,NA,NA,NA,"=""18-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971658",NA,NA,NA,NA,"=""16-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971657",NA,NA,NA,NA,"=""16-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971656",NA,NA,NA,NA,"=""02-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971655",NA,NA,NA,NA,"=""02-feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971654",NA,NA,NA,NA,"=""19-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971653",NA,NA,NA,NA,"=""14-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971652",NA,NA,NA,NA,"=""11-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971651",NA,NA,NA,NA,"=""11-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971650",NA,NA,NA,NA,"=""05-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971649",NA,NA,NA,NA,"=""07-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971648",NA,NA,NA,NA,"=""05-sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971647",NA,NA,NA,NA,"=""27-aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971646",NA,NA,NA,NA,"=""02-aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971645",NA,NA,NA,NA,"=""23-jul-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"Canis familiaris",NA,"=""28-Jan-2019""","date_collected","Bocolod","Libon","Albay-Libon","Albay","Albay","Bicol Region","Region V (Bicol Region)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","14"
"153",NA,NA,"Canis familiaris",NA,"=""17-May-2018""","date_collected","Paulog","Ligao City","Albay-Ligao City","Albay","Albay","Bicol Region","Region V (Bicol Region)",13.18230598,123.4944229,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","153"
"19-30",NA,NA,"Canis familiaris",NA,"=""02-Nov-2019""","date_collected","Cabagnan","Camalig","Albay-Camalig","Albay","Albay","Bicol Region","Region V (Bicol Region)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","19-30"
"19-40",NA,NA,"Canis familiaris",NA,"=""27-Feb-2019""","date_collected","","Santo Domingo","Albay-Santo Domingo","Albay","Albay","Bicol Region","Region V (Bicol Region)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","19-40"
"4A-22-104",NA,NA,"Canis familiaris",NA,"=""25-Jan-2022""","date_collected","Sabang","Lipa City","Batangas-Lipa City","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.94086577,121.1746864,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","4A-22-104"
"4A-22-171",NA,NA,"Canis familiaris",NA,"=""06-Feb-2022""","date_collected","Buenavista","General Trias","Cavite-General Trias","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.32966619,120.8999068,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","4A-22-171"
"4A-22-203",NA,NA,"Canis familiaris",NA,"=""11-Feb-2022""","date_collected","Guiang-Guiang","Lucena","Quezon-Real","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",13.93834754,121.6153593,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","4A-22-203"
"4A-22-40",NA,NA,"Canis familiaris",NA,"=""10-Jan-2022""","date_collected","-","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","4A-22-40"
