"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"1606811012","06811012","san isidro","Lianga","Surigao del Sur"
"1606811013","06811013","san pedro","Lianga","Surigao del Sur"
"1606812001","06812001","anibongan","Lingig","Surigao del Sur"
"1606812002","06812002","barcelona","Lingig","Surigao del Sur"
"1606812003","06812003","bongan","Lingig","Surigao del Sur"
"1606812004","06812004","bogak","Lingig","Surigao del Sur"
"1606812005","06812005","handamayan","Lingig","Surigao del Sur"
"1606812006","06812006","mahayahay","Lingig","Surigao del Sur"
"1606812007","06812007","mandus","Lingig","Surigao del Sur"
"1606812008","06812008","mansa ilao","Lingig","Surigao del Sur"
"1606812009","06812009","pagtila an","Lingig","Surigao del Sur"
"1606812010","06812010","palo alto","Lingig","Surigao del Sur"
"1606812011","06812011","poblacion","Lingig","Surigao del Sur"
"1606812012","06812012","rajah cabungso an","Lingig","Surigao del Sur"
"1606812013","06812013","sabang","Lingig","Surigao del Sur"
"1606812014","06812014","salvacion","Lingig","Surigao del Sur"
"1606812015","06812015","san roque","Lingig","Surigao del Sur"
"1606812016","06812016","tagpoporan","Lingig","Surigao del Sur"
"1606812017","06812017","union","Lingig","Surigao del Sur"
"1606812018","06812018","valencia","Lingig","Surigao del Sur"
"1606813001","06813001","bagsac","Madrid","Surigao del Sur"
"1606813002","06813002","bayogo","Madrid","Surigao del Sur"
"1606813003","06813003","magsaysay","Madrid","Surigao del Sur"
"1606813004","06813004","manga","Madrid","Surigao del Sur"
"1606813005","06813005","panayogon","Madrid","Surigao del Sur"
"1606813006","06813006","patong patong","Madrid","Surigao del Sur"
"1606813007","06813007","quirino","Madrid","Surigao del Sur"
"1606813008","06813008","san antonio","Madrid","Surigao del Sur"
"1606813009","06813009","san juan","Madrid","Surigao del Sur"
"1606813010","06813010","san roque","Madrid","Surigao del Sur"
"1606813011","06813011","san vicente","Madrid","Surigao del Sur"
"1606813012","06813012","songkit","Madrid","Surigao del Sur"
"1606813013","06813013","union","Madrid","Surigao del Sur"
"1606813014","06813014","linibonan","Madrid","Surigao del Sur"
"1606814001","06814001","alegria","Marihatag","Surigao del Sur"
"1606814002","06814002","amontay","Marihatag","Surigao del Sur"
"1606814003","06814003","antipolo","Marihatag","Surigao del Sur"
"1606814004","06814004","arorogan","Marihatag","Surigao del Sur"
"1606814005","06814005","bayan","Marihatag","Surigao del Sur"
"1606814006","06814006","mahaba","Marihatag","Surigao del Sur"
"1606814007","06814007","mararag","Marihatag","Surigao del Sur"
"1606814008","06814008","poblacion","Marihatag","Surigao del Sur"
"1606814009","06814009","san antonio","Marihatag","Surigao del Sur"
"1606814010","06814010","san isidro","Marihatag","Surigao del Sur"
"1606814011","06814011","san pedro","Marihatag","Surigao del Sur"
"1606814012","06814012","santa cruz","Marihatag","Surigao del Sur"
"1606815001","06815001","bretania","San Agustin","Surigao del Sur"
"1606815002","06815002","buatong","San Agustin","Surigao del Sur"
"1606815003","06815003","buhisan","San Agustin","Surigao del Sur"
"1606815004","06815004","gata","San Agustin","Surigao del Sur"
"1606815005","06815005","hornasan","San Agustin","Surigao del Sur"
"1606815006","06815006","janipaan","San Agustin","Surigao del Sur"
"1606815007","06815007","kauswagan","San Agustin","Surigao del Sur"
"1606815008","06815008","oteiza","San Agustin","Surigao del Sur"
"1606815009","06815009","poblacion","San Agustin","Surigao del Sur"
"1606815010","06815010","pong on","San Agustin","Surigao del Sur"
"1606815011","06815011","pongtod","San Agustin","Surigao del Sur"
"1606815012","06815012","salvacion","San Agustin","Surigao del Sur"
"1606815013","06815013","santo niño","San Agustin","Surigao del Sur"
"1606816001","06816001","bagyang","San Miguel","Surigao del Sur"
"1606816002","06816002","baras","San Miguel","Surigao del Sur"
"1606816003","06816003","bitaugan","San Miguel","Surigao del Sur"
"1606816004","06816004","bolhoon","San Miguel","Surigao del Sur"
"1606816005","06816005","calatngan","San Miguel","Surigao del Sur"
"1606816006","06816006","carromata","San Miguel","Surigao del Sur"
"1606816007","06816007","castillo","San Miguel","Surigao del Sur"
"1606816008","06816008","libas gua","San Miguel","Surigao del Sur"
"1606816009","06816009","libas sud","San Miguel","Surigao del Sur"
"1606816010","06816010","magroyong","San Miguel","Surigao del Sur"
"1606816011","06816011","mahayag","San Miguel","Surigao del Sur"
"1606816012","06816012","patong","San Miguel","Surigao del Sur"
"1606816013","06816013","poblacion","San Miguel","Surigao del Sur"
"1606816014","06816014","sagbayan","San Miguel","Surigao del Sur"
"1606816016","06816016","san roque","San Miguel","Surigao del Sur"
"1606816017","06816017","siagao","San Miguel","Surigao del Sur"
"1606816018","06816018","umalag","San Miguel","Surigao del Sur"
"1606816019","06816019","tina","San Miguel","Surigao del Sur"
"1606817001","06817001","batunan","Tagbina","Surigao del Sur"
"1606817002","06817002","carpenito","Tagbina","Surigao del Sur"
"1606817003","06817003","kahayagan","Tagbina","Surigao del Sur"
"1606817004","06817004","lago","Tagbina","Surigao del Sur"
"1606817006","06817006","maglambing","Tagbina","Surigao del Sur"
"1606817007","06817007","maglatab","Tagbina","Surigao del Sur"
"1606817008","06817008","magsaysay","Tagbina","Surigao del Sur"
"1606817009","06817009","malixi","Tagbina","Surigao del Sur"
"1606817010","06817010","manambia","Tagbina","Surigao del Sur"
"1606817011","06817011","osmeña","Tagbina","Surigao del Sur"
"1606817012","06817012","poblacion","Tagbina","Surigao del Sur"
"1606817013","06817013","quezon","Tagbina","Surigao del Sur"
"1606817014","06817014","san vicente","Tagbina","Surigao del Sur"
"1606817015","06817015","santa cruz","Tagbina","Surigao del Sur"
"1606817016","06817016","santa fe","Tagbina","Surigao del Sur"
"1606817017","06817017","santa juana","Tagbina","Surigao del Sur"
"1606817018","06817018","santa maria","Tagbina","Surigao del Sur"
"1606817019","06817019","sayon","Tagbina","Surigao del Sur"
"1606817020","06817020","soriano","Tagbina","Surigao del Sur"
"1606817021","06817021","tagongon","Tagbina","Surigao del Sur"
"1606817022","06817022","trinidad","Tagbina","Surigao del Sur"
"1606817023","06817023","ugoban","Tagbina","Surigao del Sur"
"1606817024","06817024","villaverde","Tagbina","Surigao del Sur"
"1606817025","06817025","doña carmen","Tagbina","Surigao del Sur"
"1606817026","06817026","hinagdanan","Tagbina","Surigao del Sur"
"1606818001","06818001","alba","Tago","Surigao del Sur"
"1606818002","06818002","anahao bag o","Tago","Surigao del Sur"
"1606818003","06818003","anahao daan","Tago","Surigao del Sur"
"1606818004","06818004","badong","Tago","Surigao del Sur"
"1606818005","06818005","bajao","Tago","Surigao del Sur"
"1606818006","06818006","bangsud","Tago","Surigao del Sur"
"1606818007","06818007","cagdapao","Tago","Surigao del Sur"
"1606818008","06818008","camagong","Tago","Surigao del Sur"
"1606818009","06818009","caras an","Tago","Surigao del Sur"
"1606818010","06818010","cayale","Tago","Surigao del Sur"
"1606818011","06818011","dayo an","Tago","Surigao del Sur"
"1606818012","06818012","gamut","Tago","Surigao del Sur"
"1606818013","06818013","jubang","Tago","Surigao del Sur"
"1606818014","06818014","kinabigtasan","Tago","Surigao del Sur"
"1606818015","06818015","layog","Tago","Surigao del Sur"
"1606818016","06818016","lindoy","Tago","Surigao del Sur"
"1606818017","06818017","mercedes","Tago","Surigao del Sur"
"1606818018","06818018","purisima","Tago","Surigao del Sur"
"1606818019","06818019","sumo sumo","Tago","Surigao del Sur"
"1606818020","06818020","umbay","Tago","Surigao del Sur"
"1606818021","06818021","unaban","Tago","Surigao del Sur"
"1606818022","06818022","unidos","Tago","Surigao del Sur"
"1606818023","06818023","victoria","Tago","Surigao del Sur"
"1606818024","06818024","cabangahan","Tago","Surigao del Sur"
"1606819001","06819001","awasian","City of Tandag","Surigao del Sur"
"1606819002","06819002","bagong lungsod","City of Tandag","Surigao del Sur"
"1606819003","06819003","bioto","City of Tandag","Surigao del Sur"
"1606819004","06819004","buenavista","City of Tandag","Surigao del Sur"
"1606819005","06819005","bongtod pob.","City of Tandag","Surigao del Sur"
"1606819006","06819006","dagocdoc","City of Tandag","Surigao del Sur"
"1606819008","06819008","mabua","City of Tandag","Surigao del Sur"
"1606819009","06819009","mabuhay","City of Tandag","Surigao del Sur"
"1606819010","06819010","maitum","City of Tandag","Surigao del Sur"
"1606819011","06819011","maticdum","City of Tandag","Surigao del Sur"
"1606819012","06819012","pandanon","City of Tandag","Surigao del Sur"
"1606819013","06819013","pangi","City of Tandag","Surigao del Sur"
"1606819014","06819014","quezon","City of Tandag","Surigao del Sur"
"1606819015","06819015","rosario","City of Tandag","Surigao del Sur"
"1606819016","06819016","salvacion","City of Tandag","Surigao del Sur"
"1606819017","06819017","san agustin norte","City of Tandag","Surigao del Sur"
"1606819018","06819018","san agustin sur","City of Tandag","Surigao del Sur"
"1606819019","06819019","san antonio","City of Tandag","Surigao del Sur"
"1606819020","06819020","san isidro","City of Tandag","Surigao del Sur"
"1606819021","06819021","san jose","City of Tandag","Surigao del Sur"
"1606819022","06819022","telaje","City of Tandag","Surigao del Sur"
"1608501002","08501002","catadman","Basilisa","Dinagat Islands"
"1608501003","08501003","columbus","Basilisa","Dinagat Islands"
"1608501004","08501004","coring","Basilisa","Dinagat Islands"
"1608501005","08501005","cortes","Basilisa","Dinagat Islands"
"1608501006","08501006","doña helene","Basilisa","Dinagat Islands"
"1608501007","08501007","ferdinand","Basilisa","Dinagat Islands"
"1608501008","08501008","geotina","Basilisa","Dinagat Islands"
"1608501009","08501009","imee","Basilisa","Dinagat Islands"
"1608501010","08501010","melgar","Basilisa","Dinagat Islands"
"1608501011","08501011","montag","Basilisa","Dinagat Islands"
"1608501012","08501012","navarro","Basilisa","Dinagat Islands"
"1608501013","08501013","poblacion","Basilisa","Dinagat Islands"
"1608501014","08501014","puerto princesa","Basilisa","Dinagat Islands"
"1608501015","08501015","rita glenda","Basilisa","Dinagat Islands"
"1608501016","08501016","roxas","Basilisa","Dinagat Islands"
"1608501017","08501017","sering","Basilisa","Dinagat Islands"
"1608501018","08501018","tag abaca","Basilisa","Dinagat Islands"
"1608501019","08501019","benglen","Basilisa","Dinagat Islands"
"1608501020","08501020","diegas","Basilisa","Dinagat Islands"
"1608501021","08501021","edera","Basilisa","Dinagat Islands"
"1608501022","08501022","new nazareth","Basilisa","Dinagat Islands"
"1608501023","08501023","roma","Basilisa","Dinagat Islands"
"1608501024","08501024","santa monica","Basilisa","Dinagat Islands"
"1608501025","08501025","santo niño","Basilisa","Dinagat Islands"
"1608501026","08501026","sombrado","Basilisa","Dinagat Islands"
"1608501027","08501027","villa ecleo","Basilisa","Dinagat Islands"
"1608501028","08501028","villa pantinople","Basilisa","Dinagat Islands"
"1608502001","08502001","boa","Cagdianao","Dinagat Islands"
"1608502002","08502002","cabunga an","Cagdianao","Dinagat Islands"
"1608502003","08502003","del pilar","Cagdianao","Dinagat Islands"
"1608502004","08502004","laguna","Cagdianao","Dinagat Islands"
"1608502005","08502005","legaspi","Cagdianao","Dinagat Islands"
"1608502006","08502006","ma atas","Cagdianao","Dinagat Islands"
"1608502007","08502007","nueva estrella","Cagdianao","Dinagat Islands"
"1608502008","08502008","poblacion","Cagdianao","Dinagat Islands"
"1608502009","08502009","san jose","Cagdianao","Dinagat Islands"
"1608502010","08502010","santa rita","Cagdianao","Dinagat Islands"
"1608502011","08502011","tigbao","Cagdianao","Dinagat Islands"
"1608502012","08502012","valencia","Cagdianao","Dinagat Islands"
"1608502013","08502013","mabini","Cagdianao","Dinagat Islands"
"1608502014","08502014","r. ecleo, sr.","Cagdianao","Dinagat Islands"
"1608503002","08503002","cab ilan","Dinagat","Dinagat Islands"
"1608503003","08503003","cabayawan","Dinagat","Dinagat Islands"
"1608503004","08503004","escolta","Dinagat","Dinagat Islands"
"1608503005","08503005","gomez","Dinagat","Dinagat Islands"
"1608503007","08503007","magsaysay","Dinagat","Dinagat Islands"
"1608503009","08503009","mauswagon","Dinagat","Dinagat Islands"
"1608503012","08503012","white beach","Dinagat","Dinagat Islands"
"1608503014","08503014","bagumbayan","Dinagat","Dinagat Islands"
"1608503016","08503016","new mabuhay","Dinagat","Dinagat Islands"
"1608503021","08503021","wadas","Dinagat","Dinagat Islands"
"1608503022","08503022","cayetano","Dinagat","Dinagat Islands"
"1608503023","08503023","justiniana edera","Dinagat","Dinagat Islands"
"1608504001","08504001","albor","Libjo","Dinagat Islands"
"1608504002","08504002","arellano","Libjo","Dinagat Islands"
"1608504003","08504003","bayanihan","Libjo","Dinagat Islands"
"1608504004","08504004","doña helen","Libjo","Dinagat Islands"
"1608504005","08504005","garcia","Libjo","Dinagat Islands"
"1608504006","08504006","general aguinaldo","Libjo","Dinagat Islands"
"1608504007","08504007","kanihaan","Libjo","Dinagat Islands"
"1608504008","08504008","magsaysay","Libjo","Dinagat Islands"
"1608504009","08504009","osmeña","Libjo","Dinagat Islands"
"1608504010","08504010","plaridel","Libjo","Dinagat Islands"
"1608504011","08504011","quezon","Libjo","Dinagat Islands"
"1608504012","08504012","san antonio","Libjo","Dinagat Islands"
"1608504013","08504013","san jose","Libjo","Dinagat Islands"
"1608504014","08504014","santo niño","Libjo","Dinagat Islands"
"1608504015","08504015","llamera","Libjo","Dinagat Islands"
"1608504016","08504016","rosita","Libjo","Dinagat Islands"
"1608505001","08505001","carmen","Loreto","Dinagat Islands"
"1608505002","08505002","esperanza","Loreto","Dinagat Islands"
"1608505003","08505003","ferdinand","Loreto","Dinagat Islands"
"1608505004","08505004","helene","Loreto","Dinagat Islands"
"1608505006","08505006","liberty","Loreto","Dinagat Islands"
"1608505008","08505008","magsaysay","Loreto","Dinagat Islands"
"1608505011","08505011","panamaon","Loreto","Dinagat Islands"
"1608505013","08505013","san juan","Loreto","Dinagat Islands"
"1608505015","08505015","santa cruz","Loreto","Dinagat Islands"
"1608505017","08505017","santiago","Loreto","Dinagat Islands"
"1608506001","08506001","aurelio","San Jose","Dinagat Islands"
"1608506002","08506002","cuarinta","San Jose","Dinagat Islands"
"1608506003","08506003","don ruben ecleo","San Jose","Dinagat Islands"
"1608506004","08506004","jacquez","San Jose","Dinagat Islands"
"1608506005","08506005","justiniana edera","San Jose","Dinagat Islands"
"1608506006","08506006","luna","San Jose","Dinagat Islands"
"1608506007","08506007","mahayahay","San Jose","Dinagat Islands"
"1608506008","08506008","matingbe","San Jose","Dinagat Islands"
"1608506009","08506009","san jose","San Jose","Dinagat Islands"
"1608506010","08506010","san juan","San Jose","Dinagat Islands"
"1608506011","08506011","santa cruz","San Jose","Dinagat Islands"
"1608506012","08506012","wilson","San Jose","Dinagat Islands"
"1608507001","08507001","imelda","Tubajon","Dinagat Islands"
"1608507002","08507002","mabini","Tubajon","Dinagat Islands"
"1608507003","08507003","malinao","Tubajon","Dinagat Islands"
"1608507004","08507004","navarro","Tubajon","Dinagat Islands"
"1608507005","08507005","diaz","Tubajon","Dinagat Islands"
"1608507006","08507006","roxas","Tubajon","Dinagat Islands"
"1608507007","08507007","san roque","Tubajon","Dinagat Islands"
"1608507008","08507008","san vicente","Tubajon","Dinagat Islands"
"1608507009","08507009","santa cruz","Tubajon","Dinagat Islands"
"1630400002","30400002","agao pob.","City of Butuan",NA
"1630400003","30400003","agusan pequeño","City of Butuan",NA
"1630400004","30400004","ambago","City of Butuan",NA
"1630400006","30400006","amparo","City of Butuan",NA
"1630400007","30400007","ampayon","City of Butuan",NA
"1630400008","30400008","anticala","City of Butuan",NA
"1630400009","30400009","antongalon","City of Butuan",NA
"1630400010","30400010","aupagan","City of Butuan",NA
"1630400012","30400012","baan km 3","City of Butuan",NA
"1630400013","30400013","babag","City of Butuan",NA
"1630400014","30400014","bading pob.","City of Butuan",NA
"1630400016","30400016","bancasi","City of Butuan",NA
"1630400017","30400017","banza","City of Butuan",NA
"1630400018","30400018","baobaoan","City of Butuan",NA
"1630400019","30400019","basag","City of Butuan",NA
"1630400020","30400020","bayanihan pob.","City of Butuan",NA
"1630400021","30400021","bilay","City of Butuan",NA
"1630400022","30400022","bit os","City of Butuan",NA
"1630400023","30400023","bitan agan","City of Butuan",NA
"1630400024","30400024","bobon","City of Butuan",NA
"1630400025","30400025","bonbon","City of Butuan",NA
"1630400026","30400026","bugabus","City of Butuan",NA
"1630400027","30400027","buhangin pob.","City of Butuan",NA
"1630400029","30400029","cabcabon","City of Butuan",NA
"1630400031","30400031","camayahan","City of Butuan",NA
"1630400033","30400033","baan riverside pob.","City of Butuan",NA
"1630400036","30400036","dankias","City of Butuan",NA
"1630400037","30400037","imadejas pob.","City of Butuan",NA
"1630400038","30400038","diego silang pob.","City of Butuan",NA
"1630400039","30400039","doongan","City of Butuan",NA
"1630400040","30400040","dumalagan","City of Butuan",NA
"1630400043","30400043","golden ribbon pob.","City of Butuan",NA
"1630400044","30400044","dagohoy pob.","City of Butuan",NA
"1630400045","30400045","jose rizal pob.","City of Butuan",NA
"1630400047","30400047","holy redeemer pob.","City of Butuan",NA
"1630400048","30400048","humabon pob.","City of Butuan",NA
"1630400049","30400049","kinamlutan","City of Butuan",NA
"1630400051","30400051","lapu lapu pob.","City of Butuan",NA
"1630400052","30400052","lemon","City of Butuan",NA
"1630400053","30400053","leon kilat pob.","City of Butuan",NA
"1630400054","30400054","libertad","City of Butuan",NA
"1630400055","30400055","limaha pob.","City of Butuan",NA
"1630400056","30400056","los angeles","City of Butuan",NA
"1630400057","30400057","lumbocan","City of Butuan",NA
"1630400060","30400060","maguinda","City of Butuan",NA
"1630400061","30400061","mahay","City of Butuan",NA
"1630400062","30400062","mahogany pob.","City of Butuan",NA
"1630400063","30400063","maibu","City of Butuan",NA
"1630400064","30400064","mandamo","City of Butuan",NA
"1630400065","30400065","manila de bugabus","City of Butuan",NA
"1630400066","30400066","maon pob.","City of Butuan",NA
"1630400067","30400067","masao","City of Butuan",NA
"1630400068","30400068","maug","City of Butuan",NA
"1630400069","30400069","port poyohon pob.","City of Butuan",NA
"1630400070","30400070","new society village pob.","City of Butuan",NA
"1630400071","30400071","ong yiu pob.","City of Butuan",NA
"1630400072","30400072","pianing","City of Butuan",NA
"1630400073","30400073","pinamanculan","City of Butuan",NA
"1630400074","30400074","rajah soliman pob.","City of Butuan",NA
"1630400075","30400075","san ignacio pob.","City of Butuan",NA
"1630400076","30400076","san mateo","City of Butuan",NA
"1630400077","30400077","san vicente","City of Butuan",NA
"1630400078","30400078","sikatuna pob.","City of Butuan",NA
"1630400079","30400079","silongan pob.","City of Butuan",NA
"1630400080","30400080","sumilihon","City of Butuan",NA
"1630400082","30400082","tagabaca","City of Butuan",NA
"1630400083","30400083","taguibo","City of Butuan",NA
"1630400084","30400084","taligaman","City of Butuan",NA
"1630400085","30400085","tandang sora pob.","City of Butuan",NA
"1630400086","30400086","tiniwisan","City of Butuan",NA
"1630400087","30400087","tungao","City of Butuan",NA
"1630400089","30400089","urduja pob.","City of Butuan",NA
"1630400090","30400090","villa kananga","City of Butuan",NA
"1630400091","30400091","obrero pob.","City of Butuan",NA
"1630400092","30400092","bugsukan","City of Butuan",NA
"1630400093","30400093","de oro","City of Butuan",NA
"1630400094","30400094","dulag","City of Butuan",NA
"1630400095","30400095","florida","City of Butuan",NA
"1630400096","30400096","nong nong","City of Butuan",NA
"1630400097","30400097","pagatpatan","City of Butuan",NA
"1630400098","30400098","pangabugan","City of Butuan",NA
"1630400099","30400099","salvacion","City of Butuan",NA
"1630400100","30400100","santo niño","City of Butuan",NA
"1630400101","30400101","sumile","City of Butuan",NA
"1630400102","30400102","don francisco","City of Butuan",NA
"1630400103","30400103","pigdaulan","City of Butuan",NA
"1900702001","00702001","arco","City of Lamitan","Basilan"
"1900702002","00702002","ba as","City of Lamitan","Basilan"
"1900702004","00702004","baimbing","City of Lamitan","Basilan"
"1900702005","00702005","balagtasan","City of Lamitan","Basilan"
"1900702006","00702006","balas","City of Lamitan","Basilan"
"1900702007","00702007","balobo","City of Lamitan","Basilan"
"1900702008","00702008","bato","City of Lamitan","Basilan"
"1900702010","00702010","boheyakan","City of Lamitan","Basilan"
"1900702011","00702011","buahan","City of Lamitan","Basilan"
"1900702012","00702012","boheibu","City of Lamitan","Basilan"
"1900702013","00702013","bohesapa","City of Lamitan","Basilan"
"1900702014","00702014","bulingan","City of Lamitan","Basilan"
"1900702016","00702016","cabobo","City of Lamitan","Basilan"
"1900702018","00702018","campo uno","City of Lamitan","Basilan"
"1900702020","00702020","colonia","City of Lamitan","Basilan"
"1900702024","00702024","calugusan","City of Lamitan","Basilan"
"1900702025","00702025","kulay bato","City of Lamitan","Basilan"
"1900702028","00702028","limo ok","City of Lamitan","Basilan"
"1900702032","00702032","lo ok","City of Lamitan","Basilan"
"1900702034","00702034","lumuton","City of Lamitan","Basilan"
"1900702035","00702035","luksumbang","City of Lamitan","Basilan"
"1900702036","00702036","malo ong canal","City of Lamitan","Basilan"
"1900702037","00702037","malo ong san jose","City of Lamitan","Basilan"
"1900702039","00702039","parangbasak","City of Lamitan","Basilan"
"1900702045","00702045","santa clara","City of Lamitan","Basilan"
"1900702047","00702047","tandong ahas","City of Lamitan","Basilan"
"1900702049","00702049","tumakid","City of Lamitan","Basilan"
"1900702050","00702050","ubit","City of Lamitan","Basilan"
"1900702054","00702054","bohebessey","City of Lamitan","Basilan"
"1900702055","00702055","baungos","City of Lamitan","Basilan"
"1900702056","00702056","danit puntocan","City of Lamitan","Basilan"
"1900702057","00702057","sabong","City of Lamitan","Basilan"
"1900702058","00702058","sengal","City of Lamitan","Basilan"
"1900702059","00702059","ulame","City of Lamitan","Basilan"
"1900702060","00702060","bohenange","City of Lamitan","Basilan"
"1900702061","00702061","boheyawas","City of Lamitan","Basilan"
"1900702062","00702062","bulanting","City of Lamitan","Basilan"
"1900702063","00702063","lebbuh","City of Lamitan","Basilan"
"1900702064","00702064","maganda","City of Lamitan","Basilan"
"1900702065","00702065","malakas","City of Lamitan","Basilan"
"1900702066","00702066","maligaya","City of Lamitan","Basilan"
"1900702067","00702067","malinis","City of Lamitan","Basilan"
"1900702068","00702068","matatag","City of Lamitan","Basilan"
"1900702069","00702069","matibay","City of Lamitan","Basilan"
"1900702070","00702070","simbangon","City of Lamitan","Basilan"
"1900703001","00703001","atong atong","Lantawan","Basilan"
"1900703003","00703003","baungis","Lantawan","Basilan"
"1900703004","00703004","bulanza","Lantawan","Basilan"
"1900703007","00703007","lantawan proper","Lantawan","Basilan"
"1900703008","00703008","lower manggas","Lantawan","Basilan"
"1900703011","00703011","matarling","Lantawan","Basilan"
"1900703012","00703012","matikang","Lantawan","Basilan"
"1900703016","00703016","tairan","Lantawan","Basilan"
"1900703017","00703017","upper manggas","Lantawan","Basilan"
"1900703018","00703018","bagbagon","Lantawan","Basilan"
"1900703019","00703019","bulan bulan","Lantawan","Basilan"
"1900703021","00703021","suba an","Lantawan","Basilan"
"1900703024","00703024","lower bañas","Lantawan","Basilan"
"1900703025","00703025","upper bañas","Lantawan","Basilan"
"1900703026","00703026","calugusan","Lantawan","Basilan"
"1900703027","00703027","canibungan","Lantawan","Basilan"
"1900703029","00703029","landugan","Lantawan","Basilan"
"1900703030","00703030","lawila","Lantawan","Basilan"
"1900703031","00703031","lawi lawi","Lantawan","Basilan"
"1900703033","00703033","pamucalin","Lantawan","Basilan"
"1900703034","00703034","switch yakal","Lantawan","Basilan"
"1900703035","00703035","paniongan","Lantawan","Basilan"
"1900703036","00703036","luuk maluha","Lantawan","Basilan"
"1900703037","00703037","calayan","Lantawan","Basilan"
"1900703038","00703038","parian baunoh","Lantawan","Basilan"
"1900704001","00704001","abong abong","Maluso","Basilan"
"1900704002","00704002","batungal","Maluso","Basilan"
"1900704003","00704003","calang canas","Maluso","Basilan"
"1900704004","00704004","guanan north","Maluso","Basilan"
"1900704005","00704005","guanan south","Maluso","Basilan"
"1900704006","00704006","limbubong","Maluso","Basilan"
"1900704007","00704007","mahayahay lower","Maluso","Basilan"
"1900704008","00704008","muslim area","Maluso","Basilan"
"1900704009","00704009","port holland zone i pob.","Maluso","Basilan"
"1900704010","00704010","port holland zone ii pob.","Maluso","Basilan"
"1900704011","00704011","port holland zone iii pob.","Maluso","Basilan"
"1900704012","00704012","port holland zone iv","Maluso","Basilan"
"1900704013","00704013","townsite","Maluso","Basilan"
"1900704015","00704015","taberlongan","Maluso","Basilan"
"1900704016","00704016","fuente maluso","Maluso","Basilan"
"1900704017","00704017","tamuk","Maluso","Basilan"
"1900704018","00704018","tubigan","Maluso","Basilan"
"1900704019","00704019","mahayahay upper","Maluso","Basilan"
"1900704020","00704020","port holland zone v","Maluso","Basilan"
"1900704021","00704021","upper garlayan","Maluso","Basilan"
"1900705001","00705001","bacung","Sumisip","Basilan"
"1900705002","00705002","benembengan lower","Sumisip","Basilan"
"1900705006","00705006","buli buli","Sumisip","Basilan"
"1900705007","00705007","cabcaban","Sumisip","Basilan"
"1900705010","00705010","guiong","Sumisip","Basilan"
"1900705013","00705013","manaul","Sumisip","Basilan"
"1900705014","00705014","mangal","Sumisip","Basilan"
"1900705019","00705019","sumisip central","Sumisip","Basilan"
"1900705022","00705022","tumahubong","Sumisip","Basilan"
"1900705024","00705024","libug","Sumisip","Basilan"
"1900705025","00705025","tongsengal","Sumisip","Basilan"
"1900705027","00705027","baiwas","Sumisip","Basilan"
"1900705028","00705028","basak","Sumisip","Basilan"
"1900705029","00705029","cabengbeng lower","Sumisip","Basilan"
"1900705030","00705030","cabengbeng upper","Sumisip","Basilan"
"1900705031","00705031","luuk bait","Sumisip","Basilan"
"1900705032","00705032","mahatalang","Sumisip","Basilan"
"1900705035","00705035","benembengan upper","Sumisip","Basilan"
"1900705036","00705036","bohe languyan","Sumisip","Basilan"
"1900705039","00705039","ettub ettub","Sumisip","Basilan"
"1900705041","00705041","kaum air","Sumisip","Basilan"
"1900705042","00705042","limbocandis","Sumisip","Basilan"
"1900705043","00705043","lukketon","Sumisip","Basilan"
"1900705044","00705044","marang","Sumisip","Basilan"
"1900705045","00705045","mebak","Sumisip","Basilan"
"1900705047","00705047","sahaya bohe bato","Sumisip","Basilan"
"1900705048","00705048","sapah bulak","Sumisip","Basilan"
"1900705050","00705050","tikus","Sumisip","Basilan"
"1900705051","00705051","kaumpamatsakem","Sumisip","Basilan"
"1900706002","00706002","badja","Tipo-Tipo","Basilan"
"1900706003","00706003","bohebaca","Tipo-Tipo","Basilan"
"1900706004","00706004","bohelebung","Tipo-Tipo","Basilan"
"1900706011","00706011","lagayas","Tipo-Tipo","Basilan"
"1900706012","00706012","limbo upas","Tipo-Tipo","Basilan"
"1900706016","00706016","tipo tipo proper","Tipo-Tipo","Basilan"
"1900706017","00706017","baguindan","Tipo-Tipo","Basilan"
"1900706018","00706018","banah","Tipo-Tipo","Basilan"
"1900706019","00706019","bohe tambak","Tipo-Tipo","Basilan"
"1900706030","00706030","silangkum","Tipo-Tipo","Basilan"
"1900706038","00706038","bangcuang","Tipo-Tipo","Basilan"
"1900707005","00707005","lahi lahi","Tuburan","Basilan"
"1900707010","00707010","sinulatan","Tuburan","Basilan"
"1900707016","00707016","bohetambis","Tuburan","Basilan"
"1900707021","00707021","duga a","Tuburan","Basilan"
"1900707025","00707025","mahawid","Tuburan","Basilan"
"1900707028","00707028","lower sinangkapan","Tuburan","Basilan"
"1900707033","00707033","tablas usew","Tuburan","Basilan"
"1900707034","00707034","calut","Tuburan","Basilan"
"1900707040","00707040","katipunan","Tuburan","Basilan"
"1900707041","00707041","lower tablas","Tuburan","Basilan"
"1900708001","00708001","caddayan","Akbar","Basilan"
"1900708002","00708002","linongan","Akbar","Basilan"
"1900708003","00708003","lower bato bato","Akbar","Basilan"
"1900708004","00708004","mangalut","Akbar","Basilan"
"1900708005","00708005","manguso","Akbar","Basilan"
"1900708006","00708006","paguengan","Akbar","Basilan"
"1900708007","00708007","semut","Akbar","Basilan"
"1900708008","00708008","upper bato bato","Akbar","Basilan"
