"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"1381100129","81100129","barangay 129","Pasay City",NA
"1381100130","81100130","barangay 130","Pasay City",NA
"1381100131","81100131","barangay 131","Pasay City",NA
"1381100132","81100132","barangay 132","Pasay City",NA
"1381100133","81100133","barangay 133","Pasay City",NA
"1381100134","81100134","barangay 134","Pasay City",NA
"1381100135","81100135","barangay 135","Pasay City",NA
"1381100136","81100136","barangay 136","Pasay City",NA
"1381100137","81100137","barangay 137","Pasay City",NA
"1381100138","81100138","barangay 138","Pasay City",NA
"1381100139","81100139","barangay 139","Pasay City",NA
"1381100140","81100140","barangay 140","Pasay City",NA
"1381100141","81100141","barangay 141","Pasay City",NA
"1381100142","81100142","barangay 142","Pasay City",NA
"1381100143","81100143","barangay 143","Pasay City",NA
"1381100144","81100144","barangay 144","Pasay City",NA
"1381100145","81100145","barangay 145","Pasay City",NA
"1381100146","81100146","barangay 146","Pasay City",NA
"1381100147","81100147","barangay 147","Pasay City",NA
"1381100148","81100148","barangay 148","Pasay City",NA
"1381100149","81100149","barangay 149","Pasay City",NA
"1381100150","81100150","barangay 150","Pasay City",NA
"1381100151","81100151","barangay 151","Pasay City",NA
"1381100152","81100152","barangay 152","Pasay City",NA
"1381100153","81100153","barangay 153","Pasay City",NA
"1381100154","81100154","barangay 154","Pasay City",NA
"1381100155","81100155","barangay 155","Pasay City",NA
"1381100156","81100156","barangay 156","Pasay City",NA
"1381100157","81100157","barangay 157","Pasay City",NA
"1381100158","81100158","barangay 158","Pasay City",NA
"1381100159","81100159","barangay 159","Pasay City",NA
"1381100160","81100160","barangay 160","Pasay City",NA
"1381100161","81100161","barangay 161","Pasay City",NA
"1381100162","81100162","barangay 162","Pasay City",NA
"1381100163","81100163","barangay 163","Pasay City",NA
"1381100164","81100164","barangay 164","Pasay City",NA
"1381100165","81100165","barangay 165","Pasay City",NA
"1381100166","81100166","barangay 166","Pasay City",NA
"1381100167","81100167","barangay 167","Pasay City",NA
"1381100168","81100168","barangay 168","Pasay City",NA
"1381100169","81100169","barangay 169","Pasay City",NA
"1381100170","81100170","barangay 170","Pasay City",NA
"1381100171","81100171","barangay 171","Pasay City",NA
"1381100172","81100172","barangay 172","Pasay City",NA
"1381100173","81100173","barangay 173","Pasay City",NA
"1381100174","81100174","barangay 174","Pasay City",NA
"1381100175","81100175","barangay 175","Pasay City",NA
"1381100176","81100176","barangay 176","Pasay City",NA
"1381100177","81100177","barangay 177","Pasay City",NA
"1381100178","81100178","barangay 178","Pasay City",NA
"1381100179","81100179","barangay 179","Pasay City",NA
"1381100180","81100180","barangay 180","Pasay City",NA
"1381100181","81100181","barangay 181","Pasay City",NA
"1381100182","81100182","barangay 182","Pasay City",NA
"1381100183","81100183","barangay 183","Pasay City",NA
"1381100184","81100184","barangay 184","Pasay City",NA
"1381100185","81100185","barangay 185","Pasay City",NA
"1381100186","81100186","barangay 186","Pasay City",NA
"1381100187","81100187","barangay 187","Pasay City",NA
"1381100188","81100188","barangay 188","Pasay City",NA
"1381100189","81100189","barangay 189","Pasay City",NA
"1381100190","81100190","barangay 190","Pasay City",NA
"1381100191","81100191","barangay 191","Pasay City",NA
"1381100192","81100192","barangay 192","Pasay City",NA
"1381100193","81100193","barangay 193","Pasay City",NA
"1381100194","81100194","barangay 194","Pasay City",NA
"1381100195","81100195","barangay 195","Pasay City",NA
"1381100196","81100196","barangay 196","Pasay City",NA
"1381100197","81100197","barangay 197","Pasay City",NA
"1381100198","81100198","barangay 198","Pasay City",NA
"1381100199","81100199","barangay 199","Pasay City",NA
"1381100200","81100200","barangay 200","Pasay City",NA
"1381100201","81100201","barangay 201","Pasay City",NA
"1381200001","81200001","bagong ilog","City of Pasig",NA
"1381200002","81200002","bagong katipunan","City of Pasig",NA
"1381200003","81200003","bambang","City of Pasig",NA
"1381200004","81200004","buting","City of Pasig",NA
"1381200005","81200005","caniogan","City of Pasig",NA
"1381200006","81200006","dela paz","City of Pasig",NA
"1381200007","81200007","kalawaan","City of Pasig",NA
"1381200008","81200008","kapasigan","City of Pasig",NA
"1381200009","81200009","kapitolyo","City of Pasig",NA
"1381200010","81200010","malinao","City of Pasig",NA
"1381200011","81200011","manggahan","City of Pasig",NA
"1381200012","81200012","maybunga","City of Pasig",NA
"1381200013","81200013","oranbo","City of Pasig",NA
"1381200014","81200014","palatiw","City of Pasig",NA
"1381200015","81200015","pinagbuhatan","City of Pasig",NA
"1381200016","81200016","pineda","City of Pasig",NA
"1381200017","81200017","rosario","City of Pasig",NA
"1381200018","81200018","sagad","City of Pasig",NA
"1381200019","81200019","san antonio","City of Pasig",NA
"1381200020","81200020","san joaquin","City of Pasig",NA
"1381200021","81200021","san jose","City of Pasig",NA
"1381200022","81200022","san miguel","City of Pasig",NA
"1381200023","81200023","san nicolas","City of Pasig",NA
"1381200024","81200024","santa cruz","City of Pasig",NA
"1381200025","81200025","santa rosa","City of Pasig",NA
"1381200026","81200026","santo tomas","City of Pasig",NA
"1381200027","81200027","santolan","City of Pasig",NA
"1381200028","81200028","sumilang","City of Pasig",NA
"1381200029","81200029","ugong","City of Pasig",NA
"1381200030","81200030","santa lucia","City of Pasig",NA
"1381300001","81300001","alicia","Quezon City",NA
"1381300002","81300002","amihan","Quezon City",NA
"1381300003","81300003","apolonio samson","Quezon City",NA
"1381300004","81300004","aurora","Quezon City",NA
"1381300005","81300005","baesa","Quezon City",NA
"1381300006","81300006","bagbag","Quezon City",NA
"1381300007","81300007","bagumbuhay","Quezon City",NA
"1381300008","81300008","bagong lipunan ng crame","Quezon City",NA
"1381300009","81300009","bagong pag asa","Quezon City",NA
"1381300010","81300010","bagong silangan","Quezon City",NA
"1381300011","81300011","bagumbayan","Quezon City",NA
"1381300012","81300012","bahay toro","Quezon City",NA
"1381300013","81300013","balingasa","Quezon City",NA
"1381300014","81300014","bayanihan","Quezon City",NA
"1381300015","81300015","blue ridge a","Quezon City",NA
"1381300016","81300016","blue ridge b","Quezon City",NA
"1381300017","81300017","botocan","Quezon City",NA
"1381300018","81300018","bungad","Quezon City",NA
"1381300019","81300019","camp aguinaldo","Quezon City",NA
"1381300020","81300020","central","Quezon City",NA
"1381300021","81300021","claro","Quezon City",NA
"1381300022","81300022","commonwealth","Quezon City",NA
"1381300023","81300023","new era","Quezon City",NA
"1381300024","81300024","kristong hari","Quezon City",NA
"1381300025","81300025","culiat","Quezon City",NA
"1381300026","81300026","damar","Quezon City",NA
"1381300027","81300027","damayan","Quezon City",NA
"1381300028","81300028","damayang lagi","Quezon City",NA
"1381300029","81300029","del monte","Quezon City",NA
"1381300030","81300030","dioquino zobel","Quezon City",NA
"1381300031","81300031","doña imelda","Quezon City",NA
"1381300032","81300032","doña josefa","Quezon City",NA
"1381300033","81300033","don manuel","Quezon City",NA
"1381300034","81300034","duyan duyan","Quezon City",NA
"1381300035","81300035","e. rodriguez","Quezon City",NA
"1381300036","81300036","east kamias","Quezon City",NA
"1381300037","81300037","escopa i","Quezon City",NA
"1381300038","81300038","escopa ii","Quezon City",NA
"1381300039","81300039","escopa iii","Quezon City",NA
"1381300040","81300040","escopa iv","Quezon City",NA
"1381300041","81300041","fairview","Quezon City",NA
"1381300042","81300042","n.s. amoranto","Quezon City",NA
"1381300043","81300043","gulod","Quezon City",NA
"1381300044","81300044","horseshoe","Quezon City",NA
"1381300045","81300045","immaculate concepcion","Quezon City",NA
"1381300046","81300046","kaligayahan","Quezon City",NA
"1381300047","81300047","kalusugan","Quezon City",NA
"1381300048","81300048","kamuning","Quezon City",NA
"1381300049","81300049","katipunan","Quezon City",NA
"1381300050","81300050","kaunlaran","Quezon City",NA
"1381300051","81300051","krus na ligas","Quezon City",NA
"1381300052","81300052","laging handa","Quezon City",NA
"1381300053","81300053","libis","Quezon City",NA
"1381300054","81300054","lourdes","Quezon City",NA
"1381300055","81300055","loyola heights","Quezon City",NA
"1381300056","81300056","maharlika","Quezon City",NA
"1381300057","81300057","malaya","Quezon City",NA
"1381300058","81300058","manresa","Quezon City",NA
"1381300059","81300059","mangga","Quezon City",NA
"1381300060","81300060","mariana","Quezon City",NA
"1381300061","81300061","mariblo","Quezon City",NA
"1381300062","81300062","marilag","Quezon City",NA
"1381300063","81300063","masagana","Quezon City",NA
"1381300064","81300064","masambong","Quezon City",NA
"1381300065","81300065","santo domingo","Quezon City",NA
"1381300066","81300066","matandang balara","Quezon City",NA
"1381300067","81300067","milagrosa","Quezon City",NA
"1381300068","81300068","nagkaisang nayon","Quezon City",NA
"1381300069","81300069","nayong kanluran","Quezon City",NA
"1381300070","81300070","novaliches proper","Quezon City",NA
"1381300071","81300071","obrero","Quezon City",NA
"1381300072","81300072","old capitol site","Quezon City",NA
"1381300073","81300073","paang bundok","Quezon City",NA
"1381300074","81300074","pag ibig sa nayon","Quezon City",NA
"1381300075","81300075","paligsahan","Quezon City",NA
"1381300076","81300076","paltok","Quezon City",NA
"1381300077","81300077","pansol","Quezon City",NA
"1381300078","81300078","paraiso","Quezon City",NA
"1381300079","81300079","pasong putik proper","Quezon City",NA
"1381300080","81300080","pasong tamo","Quezon City",NA
"1381300081","81300081","phil am","Quezon City",NA
"1381300082","81300082","pinyahan","Quezon City",NA
"1381300083","81300083","pinagkaisahan","Quezon City",NA
"1381300084","81300084","project 6","Quezon City",NA
"1381300085","81300085","quirino 2 a","Quezon City",NA
"1381300086","81300086","quirino 2 b","Quezon City",NA
"1381300087","81300087","quirino 2 c","Quezon City",NA
"1381300088","81300088","quirino 3 a","Quezon City",NA
"1381300089","81300089","ramon magsaysay","Quezon City",NA
"1381300090","81300090","roxas","Quezon City",NA
"1381300091","81300091","sacred heart","Quezon City",NA
"1381300092","81300092","saint ignatius","Quezon City",NA
"1381300093","81300093","saint peter","Quezon City",NA
"1381300094","81300094","salvacion","Quezon City",NA
"1381300095","81300095","san agustin","Quezon City",NA
"1381300096","81300096","san antonio","Quezon City",NA
"1381300097","81300097","san bartolome","Quezon City",NA
"1381300098","81300098","san isidro","Quezon City",NA
"1381300099","81300099","san isidro labrador","Quezon City",NA
"1381300100","81300100","san jose","Quezon City",NA
"1381300101","81300101","san martin de porres","Quezon City",NA
"1381300102","81300102","san roque","Quezon City",NA
"1381300103","81300103","san vicente","Quezon City",NA
"1381300104","81300104","santa cruz","Quezon City",NA
"1381300105","81300105","santa lucia","Quezon City",NA
"1381300106","81300106","santa monica","Quezon City",NA
"1381300107","81300107","santa teresita","Quezon City",NA
"1381300108","81300108","santo cristo","Quezon City",NA
"1381300109","81300109","santo niño","Quezon City",NA
"1381300110","81300110","santol","Quezon City",NA
"1381300111","81300111","sauyo","Quezon City",NA
"1381300112","81300112","sienna","Quezon City",NA
"1381300113","81300113","sikatuna village","Quezon City",NA
"1381300114","81300114","silangan","Quezon City",NA
"1381300115","81300115","socorro","Quezon City",NA
"1381300116","81300116","south triangle","Quezon City",NA
"1381300117","81300117","tagumpay","Quezon City",NA
"1381300118","81300118","talayan","Quezon City",NA
"1381300119","81300119","talipapa","Quezon City",NA
"1381300120","81300120","tandang sora","Quezon City",NA
"1381300121","81300121","tatalon","Quezon City",NA
"1381300122","81300122","teachers village east","Quezon City",NA
"1381300123","81300123","teachers village west","Quezon City",NA
"1381300124","81300124","u.p. campus","Quezon City",NA
"1381300125","81300125","u.p. village","Quezon City",NA
"1381300126","81300126","ugong norte","Quezon City",NA
"1381300127","81300127","unang sigaw","Quezon City",NA
"1381300128","81300128","valencia","Quezon City",NA
"1381300129","81300129","vasra","Quezon City",NA
"1381300130","81300130","veterans village","Quezon City",NA
"1381300131","81300131","villa maria clara","Quezon City",NA
"1381300132","81300132","west kamias","Quezon City",NA
"1381300133","81300133","west triangle","Quezon City",NA
"1381300134","81300134","white plains","Quezon City",NA
"1381300135","81300135","balong bato","Quezon City",NA
"1381300136","81300136","capri","Quezon City",NA
"1381300137","81300137","sangandaan","Quezon City",NA
"1381300138","81300138","payatas","Quezon City",NA
"1381300139","81300139","batasan hills","Quezon City",NA
"1381300140","81300140","holy spirit","Quezon City",NA
"1381300141","81300141","greater lagro","Quezon City",NA
"1381300142","81300142","north fairview","Quezon City",NA
"1381400001","81400001","addition hills","City of San Juan",NA
"1381400002","81400002","balong bato","City of San Juan",NA
"1381400003","81400003","batis","City of San Juan",NA
"1381400004","81400004","corazon de jesus","City of San Juan",NA
"1381400005","81400005","ermitaño","City of San Juan",NA
"1381400006","81400006","halo halo","City of San Juan",NA
"1381400007","81400007","isabelita","City of San Juan",NA
"1381400008","81400008","kabayanan","City of San Juan",NA
"1381400009","81400009","little baguio","City of San Juan",NA
"1381400010","81400010","maytunas","City of San Juan",NA
"1381400011","81400011","onse","City of San Juan",NA
"1381400012","81400012","pasadeña","City of San Juan",NA
"1381400013","81400013","pedro cruz","City of San Juan",NA
"1381400014","81400014","progreso","City of San Juan",NA
"1381400015","81400015","rivera","City of San Juan",NA
"1381400016","81400016","salapan","City of San Juan",NA
"1381400017","81400017","san perfecto","City of San Juan",NA
"1381400018","81400018","santa lucia","City of San Juan",NA
"1381400019","81400019","tibagan","City of San Juan",NA
"1381400020","81400020","west crame","City of San Juan",NA
"1381400021","81400021","greenhills","City of San Juan",NA
"1381500001","81500001","tanyag","City of Taguig",NA
"1381500002","81500002","bagumbayan","City of Taguig",NA
"1381500003","81500003","bambang","City of Taguig",NA
"1381500004","81500004","calzada","City of Taguig",NA
"1381500005","81500005","hagonoy","City of Taguig",NA
"1381500006","81500006","ibayo tipas","City of Taguig",NA
"1381500007","81500007","ligid tipas","City of Taguig",NA
"1381500008","81500008","lower bicutan","City of Taguig",NA
"1381500009","81500009","maharlika village","City of Taguig",NA
"1381500010","81500010","napindan","City of Taguig",NA
"1381500011","81500011","palingon","City of Taguig",NA
"1381500012","81500012","santa ana","City of Taguig",NA
"1381500013","81500013","central signal village","City of Taguig",NA
"1381500014","81500014","tuktukan","City of Taguig",NA
"1381500015","81500015","upper bicutan","City of Taguig",NA
"1381500016","81500016","ususan","City of Taguig",NA
"1381500017","81500017","wawa","City of Taguig",NA
"1381500018","81500018","western bicutan","City of Taguig",NA
"1381500019","81500019","central bicutan","City of Taguig",NA
"1381500020","81500020","fort bonifacio","City of Taguig",NA
"1381500021","81500021","katuparan","City of Taguig",NA
"1381500022","81500022","new lower bicutan","City of Taguig",NA
"1381500023","81500023","north daang hari","City of Taguig",NA
"1381500024","81500024","north signal village","City of Taguig",NA
"1381500025","81500025","pinagsama","City of Taguig",NA
"1381500026","81500026","san miguel","City of Taguig",NA
"1381500027","81500027","south daang hari","City of Taguig",NA
"1381500028","81500028","south signal village","City of Taguig",NA
"1381500029","81500029","cembo","City of Taguig",NA
"1381500030","81500030","comembo","City of Taguig",NA
"1381500031","81500031","east rembo","City of Taguig",NA
"1381500032","81500032","pembo","City of Taguig",NA
"1381500033","81500033","pitogo","City of Taguig",NA
"1381500034","81500034","post proper northside","City of Taguig",NA
"1381500035","81500035","post proper southside","City of Taguig",NA
"1381500036","81500036","rizal","City of Taguig",NA
"1381500037","81500037","south cembo","City of Taguig",NA
"1381500038","81500038","west rembo","City of Taguig",NA
"1381600001","81600001","arkong bato","City of Valenzuela",NA
"1381600002","81600002","bagbaguin","City of Valenzuela",NA
"1381600003","81600003","balangkas","City of Valenzuela",NA
"1381600004","81600004","parada","City of Valenzuela",NA
"1381600005","81600005","bignay","City of Valenzuela",NA
"1381600006","81600006","bisig","City of Valenzuela",NA
"1381600007","81600007","canumay west","City of Valenzuela",NA
"1381600008","81600008","karuhatan","City of Valenzuela",NA
"1381600009","81600009","coloong","City of Valenzuela",NA
"1381600010","81600010","dalandanan","City of Valenzuela",NA
"1381600011","81600011","gen. t. de leon","City of Valenzuela",NA
"1381600012","81600012","isla","City of Valenzuela",NA
"1381600013","81600013","lawang bato","City of Valenzuela",NA
"1381600014","81600014","lingunan","City of Valenzuela",NA
"1381600015","81600015","mabolo","City of Valenzuela",NA
"1381600016","81600016","malanday","City of Valenzuela",NA
"1381600017","81600017","malinta","City of Valenzuela",NA
"1381600018","81600018","mapulang lupa","City of Valenzuela",NA
"1381600019","81600019","marulas","City of Valenzuela",NA
"1381600020","81600020","maysan","City of Valenzuela",NA
"1381600021","81600021","palasan","City of Valenzuela",NA
"1381600022","81600022","pariancillo villa","City of Valenzuela",NA
"1381600023","81600023","paso de blas","City of Valenzuela",NA
"1381600024","81600024","pasolo","City of Valenzuela",NA
"1381600025","81600025","poblacion","City of Valenzuela",NA
"1381600026","81600026","pulo","City of Valenzuela",NA
"1381600027","81600027","punturin","City of Valenzuela",NA
"1381600028","81600028","rincon","City of Valenzuela",NA
"1381600029","81600029","tagalag","City of Valenzuela",NA
"1381600030","81600030","ugong","City of Valenzuela",NA
"1381600031","81600031","viente reales","City of Valenzuela",NA
"1381600032","81600032","wawang pulo","City of Valenzuela",NA
"1381600033","81600033","canumay east","City of Valenzuela",NA
"1381701001","81701001","aguho","Pateros",NA
"1381701002","81701002","magtanggol","Pateros",NA
"1381701003","81701003","martires del 96","Pateros",NA
"1381701004","81701004","poblacion","Pateros",NA
"1381701005","81701005","san pedro","Pateros",NA
"1381701006","81701006","san roque","Pateros",NA
"1381701007","81701007","santa ana","Pateros",NA
"1381701008","81701008","santo rosario kanluran","Pateros",NA
"1381701009","81701009","santo rosario silangan","Pateros",NA
"1381701010","81701010","tabacalera","Pateros",NA
"1400101001","00101001","agtangao","Bangued","Abra"
"1400101002","00101002","angad","Bangued","Abra"
"1400101003","00101003","bañacao","Bangued","Abra"
"1400101004","00101004","bangbangar","Bangued","Abra"
"1400101005","00101005","cabuloan","Bangued","Abra"
"1400101006","00101006","calaba","Bangued","Abra"
"1400101007","00101007","tablac","Bangued","Abra"
"1400101008","00101008","cosili west","Bangued","Abra"
"1400101009","00101009","cosili east","Bangued","Abra"
"1400101010","00101010","dangdangla","Bangued","Abra"
"1400101011","00101011","lingtan","Bangued","Abra"
"1400101012","00101012","lipcan","Bangued","Abra"
"1400101013","00101013","lubong","Bangued","Abra"
"1400101014","00101014","macarcarmay","Bangued","Abra"
"1400101015","00101015","maoay","Bangued","Abra"
"1400101016","00101016","macray","Bangued","Abra"
"1400101017","00101017","malita","Bangued","Abra"
"1400101018","00101018","palao","Bangued","Abra"
"1400101019","00101019","patucannay","Bangued","Abra"
"1400101020","00101020","sagap","Bangued","Abra"
"1400101021","00101021","san antonio","Bangued","Abra"
"1400101022","00101022","santa rosa","Bangued","Abra"
"1400101023","00101023","sao atan","Bangued","Abra"
"1400101024","00101024","sappaac","Bangued","Abra"
"1400101025","00101025","zone 2 pob.","Bangued","Abra"
"1400101026","00101026","zone 3 pob.","Bangued","Abra"
"1400101027","00101027","zone 4 pob.","Bangued","Abra"
"1400101028","00101028","zone 5 pob.","Bangued","Abra"
"1400101029","00101029","zone 6 pob.","Bangued","Abra"
"1400101030","00101030","zone 7 pob.","Bangued","Abra"
"1400101031","00101031","zone 1 pob.","Bangued","Abra"
"1400102001","00102001","amti","Boliney","Abra"
"1400102002","00102002","bao yan","Boliney","Abra"
"1400102003","00102003","danac east","Boliney","Abra"
"1400102004","00102004","dao angan","Boliney","Abra"
"1400102005","00102005","dumagas","Boliney","Abra"
"1400102006","00102006","kilong olao","Boliney","Abra"
"1400102007","00102007","poblacion","Boliney","Abra"
"1400102008","00102008","danac west","Boliney","Abra"
"1400103001","00103001","abang","Bucay","Abra"
"1400103002","00103002","bangbangcag","Bucay","Abra"
"1400103003","00103003","bangcagan","Bucay","Abra"
"1400103004","00103004","banglolao","Bucay","Abra"
"1400103005","00103005","bugbog","Bucay","Abra"
"1400103006","00103006","calao","Bucay","Abra"
"1400103007","00103007","dugong","Bucay","Abra"
"1400103008","00103008","labon","Bucay","Abra"
"1400103009","00103009","layugan","Bucay","Abra"
"1400103010","00103010","madalipay","Bucay","Abra"
"1400103011","00103011","pagala","Bucay","Abra"
"1400103012","00103012","palaquio","Bucay","Abra"
"1400103013","00103013","pakiling","Bucay","Abra"
"1400103014","00103014","patoc","Bucay","Abra"
"1400103016","00103016","north poblacion","Bucay","Abra"
"1400103017","00103017","south poblacion","Bucay","Abra"
"1400103018","00103018","quimloong","Bucay","Abra"
"1400103019","00103019","salnec","Bucay","Abra"
"1400103020","00103020","san miguel","Bucay","Abra"
"1400103021","00103021","siblong","Bucay","Abra"
"1400103022","00103022","tabiog","Bucay","Abra"
"1400104001","00104001","ducligan","Bucloc","Abra"
"1400104002","00104002","labaan","Bucloc","Abra"
"1400104003","00104003","lingey","Bucloc","Abra"
"1400104004","00104004","lamao","Bucloc","Abra"
"1400105001","00105001","ableg","Daguioman","Abra"
"1400105002","00105002","cabaruyan","Daguioman","Abra"
"1400105003","00105003","pikek","Daguioman","Abra"
"1400105004","00105004","tui","Daguioman","Abra"
"1400106001","00106001","abaquid","Danglas","Abra"
"1400106003","00106003","cabaruan","Danglas","Abra"
"1400106004","00106004","caupasan","Danglas","Abra"
"1400106005","00106005","danglas","Danglas","Abra"
"1400106006","00106006","nagaparan","Danglas","Abra"
"1400106007","00106007","padangitan","Danglas","Abra"
"1400106008","00106008","pangal","Danglas","Abra"
"1400107001","00107001","bayaan","Dolores","Abra"
"1400107002","00107002","cabaroan","Dolores","Abra"
"1400107003","00107003","calumbaya","Dolores","Abra"
"1400107004","00107004","cardona","Dolores","Abra"
"1400107005","00107005","isit","Dolores","Abra"
"1400107006","00107006","kimmalaba","Dolores","Abra"
"1400107007","00107007","libtec","Dolores","Abra"
"1400107008","00107008","lub lubba","Dolores","Abra"
"1400107009","00107009","mudiit","Dolores","Abra"
"1400107010","00107010","namit ingan","Dolores","Abra"
"1400107011","00107011","pacac","Dolores","Abra"
"1400107012","00107012","poblacion","Dolores","Abra"
"1400107013","00107013","salucag","Dolores","Abra"
"1400107014","00107014","talogtog","Dolores","Abra"
"1400107015","00107015","taping","Dolores","Abra"
"1400108002","00108002","benben","La Paz","Abra"
"1400108003","00108003","bulbulala","La Paz","Abra"
"1400108004","00108004","buli","La Paz","Abra"
"1400108005","00108005","canan","La Paz","Abra"
"1400108006","00108006","liguis","La Paz","Abra"
"1400108007","00108007","malabbaga","La Paz","Abra"
"1400108008","00108008","mudeng","La Paz","Abra"
"1400108009","00108009","pidipid","La Paz","Abra"
"1400108010","00108010","poblacion","La Paz","Abra"
"1400108011","00108011","san gregorio","La Paz","Abra"
"1400108012","00108012","toon","La Paz","Abra"
"1400108013","00108013","udangan","La Paz","Abra"
"1400109001","00109001","bacag","Lacub","Abra"
"1400109002","00109002","buneg","Lacub","Abra"
"1400109003","00109003","guinguinabang","Lacub","Abra"
"1400109004","00109004","lan ag","Lacub","Abra"
"1400109005","00109005","pacoc","Lacub","Abra"
"1400109006","00109006","poblacion","Lacub","Abra"
"1400110001","00110001","aguet","Lagangilang","Abra"
"1400110002","00110002","bacooc","Lagangilang","Abra"
"1400110003","00110003","balais","Lagangilang","Abra"
"1400110004","00110004","cayapa","Lagangilang","Abra"
"1400110005","00110005","dalaguisen","Lagangilang","Abra"
"1400110006","00110006","laang","Lagangilang","Abra"
"1400110007","00110007","lagben","Lagangilang","Abra"
"1400110008","00110008","laguiben","Lagangilang","Abra"
"1400110009","00110009","nagtipulan","Lagangilang","Abra"
"1400110010","00110010","nagtupacan","Lagangilang","Abra"
"1400110011","00110011","paganao","Lagangilang","Abra"
"1400110012","00110012","pawa","Lagangilang","Abra"
"1400110013","00110013","poblacion","Lagangilang","Abra"
"1400110014","00110014","presentar","Lagangilang","Abra"
"1400110015","00110015","san isidro","Lagangilang","Abra"
"1400110016","00110016","tagodtod","Lagangilang","Abra"
"1400110017","00110017","taping","Lagangilang","Abra"
"1400111002","00111002","ba i","Lagayan","Abra"
"1400111004","00111004","collago","Lagayan","Abra"
"1400111005","00111005","pang ot","Lagayan","Abra"
"1400111006","00111006","poblacion","Lagayan","Abra"
"1400111007","00111007","pulot","Lagayan","Abra"
"1400112001","00112001","baac","Langiden","Abra"
"1400112004","00112004","dalayap","Langiden","Abra"
"1400112005","00112005","mabungtot","Langiden","Abra"
"1400112006","00112006","malapaao","Langiden","Abra"
"1400112007","00112007","poblacion","Langiden","Abra"
"1400112008","00112008","quillat","Langiden","Abra"
"1400113001","00113001","bonglo","Licuan-Baay","Abra"
"1400113002","00113002","bulbulala","Licuan-Baay","Abra"
"1400113003","00113003","cawayan","Licuan-Baay","Abra"
"1400113004","00113004","domenglay","Licuan-Baay","Abra"
"1400113005","00113005","lenneng","Licuan-Baay","Abra"
"1400113006","00113006","mapisla","Licuan-Baay","Abra"
"1400113007","00113007","mogao","Licuan-Baay","Abra"
"1400113008","00113008","nalbuan","Licuan-Baay","Abra"
"1400113009","00113009","poblacion","Licuan-Baay","Abra"
"1400113010","00113010","subagan","Licuan-Baay","Abra"
"1400113011","00113011","tumalip","Licuan-Baay","Abra"
"1400114001","00114001","ampalioc","Luba","Abra"
"1400114002","00114002","barit","Luba","Abra"
"1400114003","00114003","gayaman","Luba","Abra"
"1400114005","00114005","lul luno","Luba","Abra"
"1400114006","00114006","luzong","Luba","Abra"
"1400114007","00114007","nagbukel tuquipa","Luba","Abra"
"1400114008","00114008","poblacion","Luba","Abra"
"1400114009","00114009","sabnangan","Luba","Abra"
"1400115001","00115001","bayabas","Malibcong","Abra"
"1400115002","00115002","binasaran","Malibcong","Abra"
"1400115003","00115003","buanao","Malibcong","Abra"
"1400115004","00115004","dulao","Malibcong","Abra"
"1400115005","00115005","duldulao","Malibcong","Abra"
"1400115006","00115006","gacab","Malibcong","Abra"
"1400115007","00115007","lat ey","Malibcong","Abra"
"1400115008","00115008","malibcong","Malibcong","Abra"
"1400115009","00115009","mataragan","Malibcong","Abra"
"1400115010","00115010","pacgued","Malibcong","Abra"
"1400115011","00115011","taripan","Malibcong","Abra"
"1400115012","00115012","umnap","Malibcong","Abra"
"1400116002","00116002","catacdegan viejo","Manabo","Abra"
"1400116003","00116003","luzong","Manabo","Abra"
"1400116004","00116004","ayyeng","Manabo","Abra"
"1400116005","00116005","san jose norte","Manabo","Abra"
"1400116006","00116006","san jose sur","Manabo","Abra"
"1400116007","00116007","san juan norte","Manabo","Abra"
"1400116008","00116008","san juan sur","Manabo","Abra"
"1400116011","00116011","san ramon east","Manabo","Abra"
"1400116012","00116012","san ramon west","Manabo","Abra"
"1400116013","00116013","santo tomas","Manabo","Abra"
"1400116014","00116014","catacdegan nuevo","Manabo","Abra"
"1400117001","00117001","dumayco","Peñarrubia","Abra"
"1400117002","00117002","lusuac","Peñarrubia","Abra"
"1400117003","00117003","namarabar","Peñarrubia","Abra"
"1400117004","00117004","patiao","Peñarrubia","Abra"
"1400117005","00117005","malamsit","Peñarrubia","Abra"
"1400117006","00117006","poblacion","Peñarrubia","Abra"
"1400117007","00117007","riang","Peñarrubia","Abra"
"1400117008","00117008","santa rosa","Peñarrubia","Abra"
"1400117009","00117009","tattawa","Peñarrubia","Abra"
"1400118001","00118001","alinaya","Pidigan","Abra"
"1400118002","00118002","arab","Pidigan","Abra"
"1400118004","00118004","garreta","Pidigan","Abra"
"1400118005","00118005","immuli","Pidigan","Abra"
"1400118007","00118007","laskig","Pidigan","Abra"
"1400118008","00118008","naguirayan","Pidigan","Abra"
"1400118009","00118009","monggoc","Pidigan","Abra"
"1400118010","00118010","pamutic","Pidigan","Abra"
"1400118011","00118011","pangtud","Pidigan","Abra"
"1400118012","00118012","poblacion east","Pidigan","Abra"
"1400118013","00118013","poblacion west","Pidigan","Abra"
"1400118014","00118014","san diego","Pidigan","Abra"
"1400118016","00118016","sulbec","Pidigan","Abra"
"1400118018","00118018","suyo","Pidigan","Abra"
"1400118019","00118019","yuyeng","Pidigan","Abra"
"1400119002","00119002","bolbolo","Pilar","Abra"
"1400119003","00119003","brookside","Pilar","Abra"
