sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,diagnostic_result,test_centre,diag_notes,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,ngs_notes
R3-0483,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode03,,27266,27266,1671.840513,598.1084858,1641,0,3181,11812,11677,11676,11676,,11579,
R3-21-0467,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode15,,8312,8312,268.9239859,322.2012554,90,0,1352,10516,9333,8622,5857,,8043,
R3-731,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode02,,62721,62721,2664.61289,1103.346032,2491,0,5850,11886,11680,11676,11676,,11596,
R5-22-09,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode11,,50180,50180,2903.58582,932.0254402,2867,0,5291,11893,11888,11885,11884,,11802,
R5-21-115,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode05,,67761,67761,2364.112303,1142.209652,2134,0,5479,11905,11888,11887,11884,,11795,
R5-21-119,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode04,,59368,59368,1958.928847,1115.970534,1800,0,4633,11886,11885,11884,11140,,11801,
R5-21-128,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode03,,30755,30755,1154.376467,497.1962902,1056,0,2657,11906,11887,11886,11883,,11798,
R5-21-132,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode37,,194519,194519,9247.281512,3605.793478,9216.5,0,17386,11900,11889,11885,11676,,11799,
R5-21-136,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode32,,76031,76031,3567.2932450553,1806.0537840744,3384.5,0,8004,11894,11886,11689,11674,,11601,
R5-21-140,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode33,,127216,127216,5249.1049279249,2846.1261666728,4664.5,0,13563,11900,11888,11886,11886,,11800,
R5-22-008,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode34,,103037,103037,3400.954827355,2328.7020920383,2873,0,10293,11783,11678,11677,11458,,11596,
R6-21-4343,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode35,,90441,90441,3976.518689239,2166.5841212008,3497,0,10524,11861,11799,11712,11676,,11591,
R6-21-4375,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode36,,203788,203788,7042.2361716393,4489.9938608769,6721,0,18057,11718,11679,11676,11522,,11573,
R6-21-4511,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode13,,189873,189873,6961.801291,3373.810536,6576.5,0,16090,11893,11811,11676,11676,,11589,
R6-21-4600,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode25,,129092,129092,4957.942424,2736.298895,4726.5,0,12954,11906,11677,11676,11480,,11586,
R6-4342,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode12,,30225,30225,1875.01584,655.9218054,1860,0,3708,11706,11678,11676,11676,,11539,
R6-4568,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode13,,63047,63047,2987.019024,1304.903897,2958,0,7016,11891,11822,11676,11676,,11569,
R7-21-149,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode37,,77319,77319,3807.7446362722,1884.3211834138,3486,0,9296,11858,11783,11693,11676,,11540,
R7-21-161,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode38,,202645,202645,6757.3995977204,6037.8690552696,4963.5,0,27416,11517,11483,11275,10700,,11353,
R9-010,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode14,,53625,53625,2607.197285,1118.021451,2587,0,5972,11862,11690,11676,11676,,11574,
R9-074,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode15,,63092,63092,2972.659403,1326.172705,2926,0,7088,11899,11885,11677,11676,,11585,
R9-089,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode16,,109806,109806,3810.859621,2448.353901,3877,0,9691,11886,11885,11480,11137,,11291,
R9-105,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode17,,41899,41899,2224.175243,908.1496533,2210,0,4646,11891,11886,11885,11676,,11734,
RADDL1-16-153,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode56,,15167,15167,719.52162252766,309.34580576354,694,0,1529,11690,11676,11676,11658,,11598,
RADDL1-16-166,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode59,,23234,23234,783.48592021455,419.01520385781,739,0,2036,11690,11605,11495,11290,,11357,
RADDL3-1045,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode07,,235100,235100,7910.868337,4137.48131,7350,0,20745,11896,11894,11680,11676,,11596,
RADDL3-15-172,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode06,,130863,130863,5353.908146,2319.525117,4992,0,12013,11897,11854,11742,11676,,11592,
RADDL3-16-1008,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode58,,18146,18146,727.13400938652,359.49063517901,685.5,0,1675,11877,11680,11676,11167,,11580,
RADDL3-16-468,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode20,,162858,162858,7481.750503,3053.867492,6949,0,15503,11851,11677,11676,11676,,11592,
RADDL3-16-521,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode55,,15946,15946,656.31034193765,290.57283846469,657,0,1572,11683,11677,11676,11477,,11594,
RADDL3-16-627,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode01,,167345,167345,5842.952984,3996.535397,5980.5,0,18562,11795,11689,11675,11496,,11365,
RADDL3-845,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode08,,39173,39173,1756.317801,779.9229463,1652,0,4055,11886,11677,11676,11676,,11588,
RADDL5-005,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode02,,242600,242600,8922.323165,4048.767056,8460,0,20137,11895,11890,11884,11713,,11800,
Z-04-421,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode41,,107835,107835,3423.0678008716,3242.1601235978,2379,0,9549,11396,11190,10668,9187,,10087,
Z-04-664,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode42,,131393,131393,4212.4451055984,3686.173639903,3427.5,0,15042,11184,10930,10921,10625,,10718,
Z-05-102,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode46,,96098,96098,3107.8994301039,2323.2330044796,2757,0,10550,11887,11885,11474,11210,,11351,
Z-05-191,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode44,,92572,92572,2985.7640797855,2230.2092137162,2894.5,0,8836,11691,11477,11351,10567,,11113,
Z-05-557,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode45,,169873,169873,5509.6249580959,3569.4082374289,5122.5,0,16183,11891,11886,11797,11682,,11541,
Z-05-96,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode43,,101819,101819,3286.0113979216,2294.0380083112,3127,0,9751,11885,11675,11660,10914,,11343,
Z-06-150,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode82,,49479,49479,1570.1181696279,1033.5748965357,1522,0,4483,11714,11692,11362,11218,,11210,
Z-06-295,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode83,,52534,52534,1675.992876299,1012.9199058148,1584.5,0,4611,11886,11885,11676,11458,,11602,
Z-06-39,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode81,,71041,71041,2284.4382333222,1108.1416292053,2110,0,5400,11890,11888,11887,11684,,11801,
Z-07-07,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode84,,52118,52118,1675.6708012068,997.90484702885,1593,0,4629,11891,11884,11676,11425,,11596,
Z-07-22,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode85,,64076,64076,2057.2877975193,1286.6357264422,2039.5,0,5622,11886,11884,11677,11673,,10053,
Z-07-222,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode87,,52964,52964,1691.2063359035,1382.7156448532,1592,0,5762,11691,11481,10707,9765,,10373,
Z-07-351,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode88,,65561,65561,2236.4808917197,1156.0111086836,2138,0,5656,11900,11881,11677,11674,,11599,
Z-07-366,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode89,,55969,55969,1798.5082132082,1149.9222107553,1762,0,4980,11693,11677,11312,10996,,11123,
Z-07-38,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode86,,29717,29717,1167.3718571907,532.25034702284,1102.5,0,2785,11897,11886,11885,11675,,11804,
Z-07-387,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode70,,103439,103439,3293.4229802213,1888.4732602642,3277,0,8635,11890,11885,11684,11297,,11598,
Z-07-398,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode71,,94571,94571,3044.7091015756,1867.8432899031,2933,0,8530,11897,11896,11678,11473,,11597,
Z-07-403,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode90,,53889,53889,1763.4355514583,1064.6013993141,1672,0,5037,11889,11884,11677,11427,,11595,
Z-07-407,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode91,,55500,55500,1836.007123701,1099.0726683126,1764,0,5027,11891,11881,11677,11469,,11596,
Z-08-351,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode92,,46441,46441,1486.3022125377,1116.7670333035,1456,0,5050,11882,11678,11542,10006,,11051,
Z-08-359,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode94,,63326,63326,2083.1364398257,1571.2273854419,2061,0,6068,11719,11692,11682,10787,,11333,
Z-09-94,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode95,,43595,43595,1529.34512236,787.97787292502,1439.5,0,4030,11887,11885,11690,11675,,11601,
Z-12-012,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode18,,144097,144097,4999.873282,2623.047931,4529,0,12812,11886,11869,11676,11676,,11592,
Z-12-029,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode49,,29905,29905,1007.7789976534,507.78449906957,934,0,2519,11682,11677,11674,11492,,11598,
Z-12-034,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode50,,23352,23352,769.11984579283,679.39542958875,656,0,2619,11708,11444,10685,8511,,10027,
Z-12-060,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode51,,23814,23814,790.24472008046,399.9435195454,732,0,1996,11685,11677,11675,11291,,11592,
Z-12-149,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode26,,257718,257718,14462.78109,6273.985265,14007,0,30310,11689,11684,11677,11516,,11594,
Z-12-208,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode37,,206386,206386,10728.1356,4916.375799,10822,0,26130,11893,11684,11677,11499,,11588,
Z-13-020,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode52,,20112,20112,780.48927254442,409.58850763831,767.5,0,1880,11696,11676,11676,11505,,11578,
Z-13-032,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode29,,26448,26448,966.2040731,462.3586857,909,0,2352,11886,11885,11824,11673,,11746,
Z-13-036,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode85,,327401,327401,14020.82551,6740.580781,12938,0,32970,11893,11887,11690,11676,,11599,
Z-13-037,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode53,,25543,25543,824.33422728797,786.57446473688,708.5,0,3500,11514,10876,10244,8469,,9835,
Z-13-065,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode49,,89170,89170,3176.2779081462,2039.2434923666,3026,0,8369,11898,11837,11685,11682,,11544,
Z-13-066,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode14,,208536,208536,8728.982233,3644.569628,8209.5,0,18790,11901,11887,11886,11884,,11801,
Z-13-066,sequencing,2,,,,,,,,,,,,,,,,run5_22,2,2022-12-11,,,,0,0,FAU03787,,,barcode50,,78280,78280,2663.9576768354,1397.9918551352,2526,0,6866,11899,11885,11684,11676,,11598,
Z-13-071,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode60,,20629,20629,712.01382836071,396.9389615042,670,0,1898,11884,11687,11676,11316,,11596,
Z-13-073,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode61,,53310,53310,4439.687982,1575.474471,4315,0,7666,11887,11699,11676,11676,,11562,
Z-13-081,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode86,,14244,14244,584.77086825344,313.35779790706,503,0,1435,11896,11893,11684,11674,,11480,
Z-13-086,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode51,,76974,76974,2722.8932282937,1388.2306293538,2605,0,6784,11891,11885,11680,11676,,11600,
Z-13-089,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode53,,66077,66077,3113.691250419,1180.3671479047,3146.5,0,6384,11896,11889,11885,11676,,11798,
Z-13-094,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode28,,123625,123625,4184.524388,2196.782888,3813,0,10622,11893,11893,11886,11677,,11800,
Z-13-096,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode27,,123906,123906,4392.243798,2027.333939,4032.5,0,10525,11892,11886,11885,11676,,11800,
Z-13-098,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode52,,53882,53882,2918.8363224941,1429.293049618,2829,0,6325,11902,11888,11886,11544,,11709,
Z-13-134,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode54,,75001,75001,3190.0829701643,1349.6436358033,3120,0,6884,11918,11885,11678,11676,,11592,
Z-13-135,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode55,,127516,127516,4128.0865739189,2842.7224914661,3788.5,0,12788,11886,11683,11677,11488,,11597,
Z-13-161,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode56,,110224,110224,3606.6536205163,2340.8895597015,3506,0,10434,11886,11884,11677,11196,,11598,
Z-13-171,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode57,,56392,56392,2646.7572913175,1248.4029915301,2638,0,6032,11904,11887,11886,11884,,11768,
Z-13-184,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode58,,98387,98387,4651.4016929266,2122.8088962658,4662,0,9591,11895,11888,11887,11885,,11762,
Z-13-204,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode59,,33728,33728,1940.5238015421,894.59816171543,1866,0,4214,11889,11887,11886,11885,,11669,
Z-13-216,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode60,,58248,58248,2300.4785450888,1169.0211436452,2055,0,5264,11890,11887,11880,11684,,11748,
Z-13-234,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode61,,51002,51002,2260.705833054,1187.2421943807,2187,0,5291,11917,11889,11886,11684,,11763,
Z-13-259,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode62,,163021,163021,7517.3677505867,3698.6168287741,7715.5,0,18732,11886,11770,11678,11676,,11599,
Z-14-023,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode64,,82778,82778,2865.3923902112,1451.9548316066,2849,0,6906,11883,11680,11677,11676,,11587,
Z-14-033,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode09,,148568,148568,5349.353,2483.224605,5127,0,12531,11901,11869,11676,11676,,11591,
Z-14-05,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode63,,81669,81669,2824.436808582,1479.6985488391,2672,0,7175,11888,11886,11882,11676,,11804,
Z-14-058,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode73,,13289,13289,461.42943345625,261.6547645073,419,0,1171,11884,11677,11669,11143,,11391,
Z-14-098,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode74,,7842,7842,285.52849480389,141.64166295,261,0,726,11679,11677,11676,11293,,11587,
Z-14-101,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode75,,13232,13232,494.55363727791,255.040275098,481,0,1188,11684,11608,11354,11154,,11271,
Z-14-106,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode13,,434130,434130,14697.97586,14578.80513,10421,0,67068,11223,11199,11192,10574,,11039,
Z-14-126,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode76,,12418,12418,481.42264498827,216.9420686923,439,0,1052,11888,11885,11677,11666,,11600,
Z-14-136,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode11,,218634,218634,7307.005364,4472.09875,6820,0,20742,11894,11886,11724,11723,,11583,
Z-14-136,sequencing,2,,,,,,,,,,,,,,,,run6_23,2,2023-01-25,,,,0,0,FAT95864,,,barcode77,,23171,23171,792.28343949045,445.33416603423,720,0,2118,11885,11528,11514,11213,,11389,
Z-14-142,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode78,,17568,17568,651.49958095877,303.43154050547,601,0,1516,11888,11687,11676,11670,,11600,
Z-14-182,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode22,,81937,81937,3208.69301,1461.448848,3104,0,7630,11679,11677,11676,11676,,11595,
Z-14-243,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode25,,119107,119107,7808.022125,3540.144943,7985,0,16978,11921,11893,11887,11886,,11763,
Z-15-001,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode12,,69401,69401,3004.165437,1290.988649,2836,0,6229,11892,11887,11886,11885,,11799,
Z-15-009,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode73,,377644,377644,12353.08096,10819.88618,11216,0,41815,11698,11687,11173,10327,,11258,
Z-15-163,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode54,,21101,21101,713.47820985585,391.3409041209,684,0,1845,11887,11881,11677,11329,,11601,
Z-16-082,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode10,,144960,144960,5950.845039,2615.673968,5384.5,0,13521,11901,11892,11885,11676,,11792,
Z-16-150,sequencing,1,,,,,,,,,,,,,,,,run1_21,1,2021-10-26,,,,0,0,FAQ75669,,,barcode49,,101726,101726,7973.81998,2468.846239,8049,0,15476,11866,11792,11745,11676,,11589,
Z-16-151,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode05,,260166,260166,10090.36666,4368.263507,9812.5,0,21901,11901,11895,11886,11676,,11786,
Z-16-151,sequencing,2,,,,,,,,,,,,,,,,run3_22,2,2022-11-04,,,,0,0,FAU42532,,,barcode61,,15463,15463,584.27371773383,268.73232614644,553,0,1415,11677,11676,11676,11486,,11591,
Z-16-196,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode62,,15464,15464,617.86942675159,306.95021345504,618,0,1519,11885,11680,11676,11322,,11569,
Z-16-209,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode21,,132379,132379,5435.368756,2972.26618,5469,0,12727,11897,11888,11886,11771,,11768,
Z-16-210,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode15,,205764,205764,7611.781847,3556.204618,7037,0,18286,11896,11887,11885,11680,,11797,
Z-16-211,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode19,,161927,161927,5878.380322,2687.277383,5221,0,14072,11903,11894,11886,11772,,11798,
Z-17-046,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode43,,163208,163208,5623.5468488099,3112.1423387332,5176,0,13952,11895,11887,11885,11677,,11805,
Z-17-174,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode80,,17741,17741,602.83330539725,320.62050667236,534.5,0,1466,11893,11885,11677,11486,,11597,
Z-17-177,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode42,,110668,110668,3794.7930774388,2204.1408466085,3371,0,9312,11888,11887,11881,11676,,11802,
Z-17-193,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode81,,10487,10487,416.72368421053,196.44295067843,399,0,985,11893,11882,11676,11315,,11573,
Z-17-200,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode82,,20886,20886,733.94468655716,378.88067963208,702,0,1703,11697,11678,11676,11489,,11597,
Z-17-217,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode83,,13492,13492,572.91275561515,269.96140871895,531,0,1350,11898,11866,11676,11667,,11572,
Z-17-221,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode84,,25307,25307,851.66937646664,552.7348136851,769,0,2468,11692,11678,11484,10892,,11369,
Z-17-57,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode41,,135711,135711,4757.5558162923,3391.0913994429,3828.5,0,14407,11888,11888,11887,11697,,11789,
Z-18-001,sequencing,1,,,,,,,,,,,,,,,,run6_23,1,2023-01-25,,,,0,0,FAT95864,,,barcode85,,25982,25982,957.91820315119,500.19004368947,877.5,0,2450,11887,11795,11677,11673,,11596,
Z-18-114,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode45,,37285,37285,1259.3465471002,829.88339850804,1035,0,3657,11893,11885,11678,11669,,11601,
Z-18-159,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode44,,42528,42528,1409.3751257124,1147.0256045831,1066,0,5527,11699,11678,11676,11302,,11595,
Z-18-224,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode47,,166225,166225,5373.3054810593,4465.4174096217,4554,0,23155,11382,11331,11024,10819,,10838,
Z-18-251,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode46,,125899,125899,4115.7746396245,2926.6885957573,3473,0,13208,11885,11678,11674,11354,,11601,
Z-19-029,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode48,,122190,122190,4550.0718236674,3290.6540153518,4245,0,13571,11888,11887,11698,11646,,11529,
Z-19-123,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode49,,48006,48006,1560.6848809923,1602.2829026021,916.5,0,8073,11204,11193,11171,9939,,10777,
