sample_id,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,redcap_data_access_group
SD57,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD58,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD59,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD605,SUB7147,,16-Nov,SUB7147,,Brain,,Tanzania,,,24.13,,,,Positive,,,east_africa
SD607,SUB7149,,16-Nov,SUB7149,,Brain,,Tanzania,,SYBR,36.94,,,,Inconclusive,,,east_africa
SD608,SUB7150,,16-Nov,SUB7150,,Brain,,Tanzania,,SYBR,30.27,,,,Positive,,,east_africa
SD609,SUB7151,,16-Nov,SUB7151,,Brain,,Tanzania,,SYBR,27.26,,,,Positive,,,east_africa
SD60A,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD60B,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD61,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD610,SUB7153,,16-Nov,SUB7153,,Brain,,Tanzania,,SYBR,28.55,,,,Positive,,,east_africa
SD62,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD621,SUB7156,,16-Nov,SUB7156,,Brain,,Tanzania,,,19.93,,,,Positive,,,east_africa
SD623,SUB7158,,16-Nov,SUB7158,,Brain,,Tanzania,,,18.86,,,,Positive,,,east_africa
SD624,SUB7159,,16-Nov,SUB7159,,Brain,,Tanzania,,,19.95,,,,Positive,,,east_africa
SD625,SUB7160,,16-Nov,SUB7160,,Brain,,Tanzania,,SYBR,no ct,,,,Negative,,,east_africa
SD626,SUB7162,,16-Nov,SUB7162,,Brain,,Tanzania,,SYBR,32.38,,,,Inconclusive,,,east_africa
SD627,SUB7163,,16-Nov,SUB7163,,Brain,,Tanzania,,SYBR,32.53,,,,Inconclusive,,,east_africa
SD628,SUB7164,,16-Nov,SUB7164,,Brain,,Tanzania,,,21.06,,,,Positive,,,east_africa
SD628.sg,SUB7165,,16-Nov,SUB7165,,Salivary_gland,,Tanzania,,SYBR,No Ct,,,,Negative,,,east_africa
SD63,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD630,SUB7166,,16-Nov,SUB7166,,Brain,,Tanzania,,,22,,,,Positive,,,east_africa
SD630(?),SUB7171,,16-Nov,SUB7171,,Brain,,Tanzania,,,35.98,,,,Inconclusive,,,east_africa
SD631,SUB7167,,16-Nov,SUB7167,,Brain,,Tanzania,,SYBR,29.15,,,,Positive,,,east_africa
SD632,SUB7168,,16-Nov,SUB7168,,Brain,,Tanzania,,SYBR,29.74,,,,Positive,,,east_africa
SD633,SUB7169,,16-Nov,SUB7169,,Brain,,Tanzania,,SYBR,28.53,,,,Positive,,,east_africa
SD64,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD65,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD66,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD67,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD68,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD69,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD690,SUB7832,,18-Feb,SUB7832,,Brain,RNAlater,Tanzania,,SYBR,No Ct,,,,Negative,APHA,,east_africa
SD694,SD694,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD695,SD695,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD696,SD696,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD697,SD697,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD699,SD699,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD70,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD700,SD700,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD701,SD701,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD704,SD704,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD705,SD705,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD707,SD707,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD71,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD72,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD73,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD74,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD75,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD76,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD77,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD78,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD79,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD80,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD81,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD82,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD83,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD84,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD85,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD86,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD89RV289,,,2010,SUB289,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD90RV286,,,2010,SUB286,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD91RV292,,,2010,SUB292,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD92RV298,,,2010,SUB298,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD93RV288,,,2010,SUB288,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD94,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD95RV291,,,2010,SUB291,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD96RV293,,,2010,SUB293,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD97ARV300,,,2010,SUB300,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD97BRV296,,,2010,SUB296,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD98ARV268,,,2010,SUB268,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SDKW001RV297,,,2010,SUB297,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SK0104,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
snp0971(1636),RV2508,,11-May,SUB1636,RV2508,Brain,,Tanzania,Pos2,,,,,,Positive,,,east_africa
SNP10903/A04-4981/G1-03,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SNP162.00,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SNP98.326,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SNP99-109,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SNP99.116,,,,,,4,,Tanzania,,,,,,,,,,east_africa
TA00/75,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
TD0104,,,,,,4,,Tanzania,,,,,,,,,,east_africa
TD9,,,,,,4,,Tanzania,,,,,,,,,,east_africa
TNB0103,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ULA/May/2010/002(SR011)1712,,,11-May,SUB1712,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
ULA/May/2010/004(SR013)1714,,,11-May,SUB1714,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
ULA/Sept/2010/005(SR014)1715,,,11-May,SUB1715,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
ZO1407RV311,,,2010,SUB311,,Brain,RNAshield,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
