Sample_ID,Case_no,Accession,Host,Sample_type,Preferred_date,Date_source,Barangay,Municipality,Province,Region,Latitude,Longitude,Source,Author,Pubmed,Genome_coverage
R4A-2021-3398,NA,OR971467,Canis lupus familiaris,brain,23-Sep-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-3000,NA,OR971466,Canis lupus familiaris,brain,26-Aug-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-2999,NA,OR971465,Canis lupus familiaris,brain,26-Aug-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-2849,NA,OR971464,Canis lupus familiaris,brain,8-Nov-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-2750,NA,OR971463,Canis lupus familiaris,brain,8-May-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-2633,NA,OR971462,Canis lupus familiaris,brain,27-Jul-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2020-2577,NA,OR971459,Canis lupus familiaris,brain,29-May-20,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R4A-2020-2377,NA,OR971458,Canis lupus familiaris,brain,4-Mar-20,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R4A-2020-0084,NA,OR971457,Canis lupus familiaris,brain,3-Jan-20,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R4A-2019-5970,NA,OR971456,Canis lupus familiaris,brain,27-Aug-19,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R4A-2019-5622,NA,OR971455,Canis lupus familiaris,brain,5-Aug-19,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
Z-13-086,NA,NA,Canis familiaris,NA,3-May-13,NA,San Carlos,Binangonan,Rizal,Calabarzon,14.49353136,121.1932147,phd,NA,NA,NA
Z-14-058,NA,NA,Canis familiaris,NA,14-Mar-14,NA,-,Taytay,Rizal,Calabarzon,14.56080116,121.1315174,phd,NA,NA,NA
Z-15-001,NA,NA,Canis familiaris,NA,1-Jan-15,NA,Bagumbayan,Pililla,Rizal,Calabarzon,14.4548703,121.3449535,phd,NA,NA,NA
Z-19-88,NA,NA,Canis familiaris,NA,31-May-19,NA,San Isidro,Angono,Rizal,Calabarzon,14.54362773,121.165434,phd,NA,NA,NA
Z-20-51,NA,NA,Canis familiaris,NA,2-Mar-20,NA,Herald Village Subd.,Angono,Rizal,Calabarzon,14.54362773,121.165434,phd,NA,NA,NA
Z-13-011,NA,NA,Dog,NA,21-Jan-13,NA,Mahabang Parang,Angono,Rizal,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
Z-16-186,NA,NA,Dog,NA,20-Mar-16,NA,"Woodrow Subd.,Bgy. Pasig",Antipolo City,Rizal,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
RADDL4B-23-042,R-56,NA,Dog,NA,7-Jul-23,NA,Matutuna,San Andres,Romblon,MIMIROPA,12.48543019,122.0378583,speedier,NA,NA,0.9884
RADDL4B-23-045,R-58,NA,Dog,NA,3-Aug-23,NA,Linawan,San Andres,Romblon,MIMIROPA,12.56138115,122.0246436,speedier,NA,NA,0.9884
RADDL4B-23-046,R-59,NA,Dog,NA,4-Jul-23,NA,Carmen,San Agustin,Romblon,MIMIROPA,12.62074417,122.1122681,speedier,NA,NA,0.9884
RADDL4B-23-052,R-61,NA,Dog,NA,29-Aug-23,NA,Mat-I,Santa Fe,Romblon,MIMIROPA,12.182579,121.9820688,speedier,NA,NA,0.9887
RADDL4B-23-056,R-63,NA,Dog,NA,11-Sep-23,NA,Concepcion Norte,Santa Maria,Romblon,MIMIROPA,12.40097253,122.0897835,speedier,NA,NA,0.9882
RADDL4B-23-076,R-66,NA,Dog,NA,17-Oct-23,NA,Poblacion,Alcantara,Romblon,MIMIROPA,12.25985474,122.0532863,speedier,NA,NA,0.972
RADDL4B-23-080,R-67,NA,Dog,NA,26-Oct-23,NA,Pangulo,Calatrava,Romblon,MIMIROPA,12.61339663,122.0934035,speedier,NA,NA,0.9874
RADDL4B-23-081,R-65,NA,Dog,NA,30-Sep-23,NA,Bachawan,San Agustin,Romblon,MIMIROPA,12.45776187,122.0905653,speedier,NA,NA,0.9711
RADDL4B-23-104,R-70,NA,Dog,NA,12-Dec-23,NA,Poblacion,Alcantara,Romblon,MIMIROPA,12.25985474,122.0532863,speedier,NA,NA,0.9885
RADDL4B-23-105,R-69,NA,Dog,NA,13-Nov-23,NA,Poblacion,Looc,Romblon,MIMIROPA,12.2710913,122.0073706,speedier,NA,NA,0.9878
RADDL4B-24-042,R-63,NA,Dog,NA,12-Feb-24,NA,Mahabang Baybay,San Agustin,Romblon,MIMIROPA,12.6389756,122.1503358,speedier,NA,NA,0.9884
RADDL4B-24-043,R-56,NA,Dog,NA,4-Mar-24,NA,Camili,Alcantara,Romblon,MIMIROPA,12.26016749,122.042413,speedier,NA,NA,0.9878
RADDL4B-24-063,R-77,NA,Dog,NA,13-Apr-24,NA,Tulay,Odiongan,Romblon,MIMIROPA,12.39008644,121.9923035,speedier,NA,NA,0.9881
RADDL4B-24-066,R-75,NA,Dog,NA,20-Oct-24,NA,Tugdan,Alcantara,Romblon,MIMIROPA,12.32726987,122.0701771,speedier,NA,NA,0.9879
RADDL4B-24-099,R-84,NA,Dog,NA,20-Mar-24,NA,Poctoy,Odiongan,Romblon,MIMIROPA,12.40867367,122.0022511,speedier,NA,NA,0.9876
RADDL4B-24-098,R-83,NA,Dog,NA,30-Apr-24,NA,Pili,San Fernando,Romblon,MIMIROPA,12.32023022,122.598893,speedier,NA,NA,0.9878
RADDL4B-24-097,R-82,NA,Dog,NA,26-Apr-24,NA,Bonlao,Alcantara,Romblon,MIMIROPA,12.31440656,122.0481429,speedier,NA,NA,0.9878
RADDL4B-24-096,R-81,NA,Dog,NA,15-Apr-24,NA,Tumingad,Odiongan,Romblon,MIMIROPA,12.43718763,122.0429432,speedier,NA,NA,0.9874
RADDL4B-24-095,R-80,NA,Dog,NA,20-Mar-24,NA,Malilico,Odiongan,Romblon,MIMIROPA,12.34528447,121.9727382,speedier,NA,NA,0.9875
RADDL4B-24-138,R-109,NA,Dog,NA,20-Jun-24,NA,Agutay,Magdiwang,Romblon,MIMIROPA,12.46026612,122.4487772,speedier,NA,NA,0.9877
RADDL4B-24-154,R-111,NA,Dog,NA,15-Jul-24,NA,Cambajao,Cajidiocan,Romblon,MIMIROPA,12.36830402,122.6698726,speedier,NA,NA,0.9878
RADDL4B-24-155,R-110,NA,Dog,NA,11-Jul-24,NA,Taclobo,San Fernando,Romblon,MIMIROPA,12.36222725,122.5753738,speedier,NA,NA,0.9877
RADDL4B-24-112,R-88,NA,Dog,NA,16-May-24,NA,Pili,Looc,Romblon,MIMIROPA,12.30303364,122.0046355,speedier,NA,NA,0.988
RADDL4B-24-113,R-89,NA,Dog,NA,20-Aug-24,NA,Limon Norte,Looc,Romblon,MIMIROPA,12.32201885,122.0219201,speedier,NA,NA,0.9884
RADDL4B-24-114,R-90,NA,Dog,NA,18-May-24,NA,Mahabang Baybay,San Agustin,Romblon,MIMIROPA,12.6389756,122.1503358,speedier,NA,NA,0.9873
RADDL4B-24-116,R-91,NA,Dog,NA,13-May-24,NA,Tugdan,Alcantara,Romblon,MIMIROPA,12.32726987,122.0701771,speedier,NA,NA,0.9872
RADDL4B-24-117,R-92,NA,Dog,NA,20-Aug-24,NA,Tabobo-An,Odiongan,Romblon,MIMIROPA,12.3661296,121.9924569,speedier,NA,NA,0.9879
RADDL4B-24-156,R-113,NA,Dog,NA,26-Jul-24,NA,Calagonsao,Alcantara,Romblon,MIMIROPA,12.34755536,122.0792549,speedier,NA,NA,0.971
RADDL4B-24-157,R-112,NA,Dog,NA,8-Jul-24,NA,San Isidro,Alcantara,Romblon,MIMIROPA,12.291929,122.0527418,speedier,NA,NA,0.9531
RADDL4B-24-185,R-121,NA,Dog,NA,20-Nov-24,NA,Poblacion,Cajidiocan,Romblon,MIMIROPA,12.37381595,122.6802011,speedier,NA,NA,0.9875
RADDL4B-24-186,R-120,NA,Dog,NA,20-Dec-24,NA,Poblacion,Magdiwang,Romblon,MIMIROPA,12.49080999,122.5081788,speedier,NA,NA,0.9358
RADDL4B-24-187,R-122,NA,Dog,NA,20-Nov-24,NA,Poblacion,Magdiwang,Romblon,MIMIROPA,12.49080999,122.5081788,speedier,NA,NA,0.9886
RADDL4B-24-188,R-119,NA,Dog,NA,29-Nov-24,NA,Ipil,Magdiwang,Romblon,MIMIROPA,12.47305662,122.4756195,speedier,NA,NA,0.9878
4B-22-37,NA,NA,Canis familiaris,NA,1-Oct-22,NA,San Isidro,Alcantara,Romblon,Southwestern Tagalog Region,12.29784708,122.054934,phd,NA,NA,NA
4B-22-39,NA,NA,Canis familiaris,NA,21-Oct-22,NA,San Isidro,Alcantara,Romblon,Southwestern Tagalog Region,12.29784708,122.054934,phd,NA,NA,NA
4B-22-41,NA,NA,Canis familiaris,NA,24-Nov-22,NA,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-22-42,NA,NA,Canis familiaris,NA,26-Nov-22,NA,Bonlao,Alcantara,Romblon,Southwestern Tagalog Region,12.29784708,122.054934,phd,NA,NA,NA
4B-22-44,NA,NA,Canis familiaris,NA,11-Dec-22,NA,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-22-45,NA,NA,Canis familiaris,NA,12-Dec-22,NA,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
4B-23-01,NA,NA,Canis familiaris,NA,20-Jan-23,NA,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
4B-23-02,NA,NA,Canis familiaris,NA,13-Jan-23,NA,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-23-03,NA,NA,Canis familiaris,NA,22-Jan-23,NA,Sugod,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,phd,NA,NA,NA
4B-23-04,NA,NA,Canis familiaris,NA,31-Jan-23,NA,Carmen,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,phd,NA,NA,NA
4B-23-05,NA,NA,Canis familiaris,NA,20-Jan-23,NA,Sugod,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,phd,NA,NA,NA
4B-23-06,NA,NA,Canis familiaris,NA,2-Feb-23,NA,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
4B-23-07,NA,NA,Canis familiaris,NA,7-Feb-23,NA,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
4B-23-11,NA,NA,Canis familiaris,NA,7-Feb-23,NA,Jun Carlo,San Andres,Romblon,Southwestern Tagalog Region,12.53642104,122.0469478,phd,NA,NA,NA
4B-23-12,NA,NA,Canis familiaris,NA,14-Feb-23,NA,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
4B-23-13,NA,NA,Canis familiaris,NA,9-Feb-23,NA,Rizal,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-23-15,NA,NA,Canis familiaris,NA,16-Feb-23,NA,Poctoy,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-23-16,NA,NA,Canis familiaris,NA,28-Feb-23,NA,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-23-17,NA,NA,Canis familiaris,NA,1-Mar-23,NA,Poctoy,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
4B-23-19,NA,NA,Canis familiaris,NA,1-Mar-23,NA,Mahabang Baybay,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,phd,NA,NA,NA
H-23-011Sk_12,NA,NA,Homo sapiens,NA,2-Feb-23,NA,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
Z-22-103,NA,NA,Canis familiaris,NA,21-Nov-22,NA,Paroyhog,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,phd,NA,NA,NA
Z-22-119,NA,NA,Canis familiaris,NA,28-Dec-22,NA,Tulay,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,phd,NA,NA,NA
Z-22-121,NA,NA,Canis familiaris,NA,19-Dec-22,NA,Carmen,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,phd,NA,NA,NA
18-162,NA,OQ326744,Canis lupus familiaris,brain,1-Jan-18,NA,NA,Samal,Davao del Norte,Region XI (Davao Region),NA,NA,vgtk,"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
R8-2021-025,NA,OR971591,Canis lupus familiaris,brain,26-Apr-21,NA,NA,NA,Samar (Western Samar),Region VIII (Eastern Visayas),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R8-2021-021,NA,OR971589,Canis lupus familiaris,brain,15-Apr-21,NA,NA,NA,Samar (Western Samar),Region VIII (Eastern Visayas),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
BAI/BAI3/2019-01/fel,NA,MN857171,feline,,6-May-19,NA,NA,San Miguel,Bulacan,Central Luzon,NA,NA,vgtk,"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918
R12-2019-0472,NA,OR971642,Canis lupus familiaris,brain,7-Jun-19,NA,NA,NA,Sarangani,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2019-0611,NA,OR971645,Canis lupus familiaris,brain,23-Jul-19,NA,NA,NA,Sarangani,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R5-2021-0447,NA,OR971528,Canis lupus familiaris,brain,26-Apr-21,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R5-2021-0445,NA,OR971526,Canis lupus familiaris,brain,26-Apr-21,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0334,NA,OR971520,Canis lupus familiaris,brain,22-Mar-21,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0259,NA,OR971504,Canis lupus familiaris,brain,14-Sep-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0219,NA,OR971503,Canis lupus familiaris,brain,10-Aug-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0151,NA,OR971502,Bos taurus,brain,2-May-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0070,NA,OR971501,Canis lupus familiaris,brain,27-Feb-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0069,NA,OR971500,Canis lupus familiaris,brain,27-Feb-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0067,NA,OR971499,Canis lupus familiaris,brain,20-Feb-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0051,NA,OR971498,Canis lupus familiaris,brain,8-Feb-18,NA,NA,NA,Sorsogon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-21-119,NA,NA,Canis familiaris,NA,15-Oct-21,NA,San Pedro,Irosin,Sorsogon,Bicol Region,12.71458793,124.0300037,phd,NA,NA,NA
R12-2019-0521,NA,OR971643,Canis lupus familiaris,brain,19-Jun-19,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2021-1087,NA,OR971666,Canis lupus familiaris,brain,9-Aug-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R12-2021-1086,NA,OR971665,Canis lupus familiaris,brain,9-Aug-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R12-2021-954,NA,OR971664,Canis lupus familiaris,brain,7-Jan-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-384,NA,OR971662,Canis lupus familiaris,brain,3-Sep-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R12-2021-237,NA,OR971658,Canis lupus familiaris,brain,15-Sep-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-232,NA,OR971657,Canis lupus familiaris,brain,16-Feb-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-033,NA,OR971651,Canis lupus familiaris,brain,1-Nov-21,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R12-2019-0699,NA,OR971648,Canis lupus familiaris,brain,5-Sep-19,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2019-0684,NA,OR971647,Felis catus,brain,27-Aug-19,NA,NA,NA,South Cotabato,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R8-2021-020,NA,OR971588,Canis lupus familiaris,brain,7-Apr-21,NA,NA,NA,Southern Leyte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R12-2019-0538,NA,OR971644,Canis lupus familiaris,brain,24-Jun-19,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2019-0014,NA,OR971641,Sus scrofa,brain,9-Jan-19,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2021-280,NA,OR971660,Canis lupus familiaris,brain,23-Feb-21,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-100,NA,OR971654,Canis lupus familiaris,brain,19-Jan-21,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R12-2021-047,NA,OR971652,Canis lupus familiaris,brain,11-Jan-21,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-020,NA,OR971650,Canis lupus familiaris,brain,5-Jan-21,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R12-2019-0637,NA,OR971646,Canis lupus familiaris,brain,2-Aug-19,NA,NA,NA,Sultan Kudarat,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
18-133,NA,OQ326760,Canis lupus familiaris,brain,1-Jan-18,NA,NA,Tagum,Davao del Norte,Region XI (Davao Region),NA,NA,vgtk,"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
R3-2022-0013,NA,OR971442,Canis lupus familiaris,brain,1-Jul-22,NA,NA,NA,Zambales,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0514,NA,OR971434,Felis catus,brain,13-Oct-21,NA,NA,NA,Zambales,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R9-2021-078,NA,OR971596,Canis lupus familiaris,brain,27-Aug-21,NA,NA,NA,Zamboanga,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R9-2021-041,NA,OR971593,Canis lupus familiaris,brain,5-Jan-21,NA,NA,NA,Zamboanga,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R9-2021-105,NA,OR971599,Canis lupus familiaris,brain,12-Sep-21,NA,NA,NA,Zamboanga del Norte,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R9-2019-311,NA,OR971592,Canis lupus familiaris,brain,9-Oct-19,NA,NA,NA,Zamboanga del Norte,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R9-105,NA,NA,Canis familiaris,NA,9-Dec-21,NA,Lopoc,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),8.030135135,122.5303567,phd,NA,NA,NA
R9-2021-090,NA,OR971598,Canis lupus familiaris,brain,10-Dec-21,NA,NA,NA,Zamboanga del Sur,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R9-2021-075,NA,OR971595,Canis lupus familiaris,brain,23-Aug-21,NA,NA,NA,Zamboanga del Sur,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R9-2021-074,NA,OR971594,Canis lupus familiaris,brain,20-Aug-21,NA,NA,NA,Zamboanga del Sur,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R9-010,NA,NA,Felis catus,NA,27-Jan-20,NA,San Roque,Zamboanga City,Zamboanga del Sur,Region IX (Zamboanga Peninsula),7.154200895,122.139348,phd,NA,NA,NA
R9-074,NA,NA,Canis familiaris,NA,20-Aug-21,NA,Cogon,Vincenzo A. Sagun,Zamboanga del Sur,Region IX (Zamboanga Peninsula),7.519657705,123.1738437,phd,NA,NA,NA
R9-2021-089,NA,OR971597,Canis lupus familiaris,brain,10-Jul-21,NA,NA,NA,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R9-089,NA,NA,Canis familiaris,NA,7-Oct-21,NA,Pangi,Ipil,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),7.780235248,122.5765115,phd,NA,NA,NA
94275PHI,NA,KX148263,dog,brain,1-Jan-94,NA,NA,NA,,NA,NA,NA,vgtk,"Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
94278PHI,NA,KX148262,dog,brain,1-Jan-94,NA,NA,NA,,NA,NA,NA,vgtk,"Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
94281PHI,NA,KX148261,dog,brain,1-Jan-94,NA,NA,NA,,NA,NA,NA,vgtk,"Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
04030PHI,NA,KX148260,dog,,1-Jan-04,NA,NA,NA,,NA,NA,NA,vgtk,"Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989272544
94272PHI,NA,KX148259,dog,brain,1-Jan-94,NA,NA,NA,,NA,NA,NA,vgtk,"Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989188736
