#node	date	numeric date
NODE_0000608	2015-11-14	2015.869339
OR971450	2019-09-08	2019.687670
NODE_0000609	2021-12-13	2021.948120
OR971474	2022-01-24	2022.065750
4A-22-104	2022-01-24	2022.065750
NODE_0000610	2015-07-07	2015.512556
OR971382	2019-10-01	2019.747950
OR971384	2019-10-21	2019.802740
NODE_0000612	2020-11-07	2020.849922
OR971387	2021-10-29	2021.824660
OR971386	2021-10-28	2021.821920
NODE_0000614	2016-03-17	2016.208711
RADDL1-16-166	2016-08-09	2016.603830
NODE_0000615	2020-04-20	2020.301135
OR971389	2021-11-07	2021.852050
R1-21-148	2021-04-09	2021.271230
NODE_0000617	2018-02-20	2018.138727
OR971329	2019-10-28	2019.821920
NODE_0000618	2019-04-13	2019.280657
OR971391	2022-04-17	2022.293150
OR971383	2019-10-14	2019.786300
NODE_0000644	2010-12-21	2010.971116
NODE_0000645	2015-03-29	2015.238433
NODE_0000646	2015-08-30	2015.660292
Z-18-224	2018-10-28	2018.821920
NODE_0000647	2018-02-23	2018.147901
OR971456	2019-08-26	2019.652050
NODE_0000648	2020-02-23	2020.147165
OR971373	2022-08-26	2022.649320
NODE_0000649	2020-06-06	2020.430282
OR971405	2021-12-19	2021.967120
OR971365	2022-07-20	2022.550680
NODE_0000650	2016-12-14	2016.952644
NODE_0000651	2017-07-20	2017.549739
OR971444	2022-01-11	2022.027400
NODE_0000652	2018-01-03	2018.005761
OR971423	2021-08-30	2021.663010
OR971420	2021-05-23	2021.391780
NODE_0000653	2017-06-20	2017.467496
NODE_0000654	2018-05-17	2018.373932
OR971409	2019-08-20	2019.632880
OR971408	2019-08-01	2019.583560
NODE_0000655	2017-10-04	2017.758107
OR971368	2022-08-09	2022.602740
NODE_0000656	2018-02-22	2018.143603
OR971349	2019-09-30	2019.745210
NODE_0000657	2020-04-11	2020.276297
OR971380	2022-09-28	2022.739730
NODE_0000658	2020-12-29	2020.993425
OR971372	2022-08-22	2022.638360
NODE_0000659	2022-06-12	2022.445707
OR971377	2022-09-07	2022.684930
OR971371	2022-08-18	2022.627400
NODE_0000661	2021-09-24	2021.729560
NODE_0000662	2022-10-11	2022.775423
Z-22-119	2022-12-27	2022.989040
4B-23-17	2023-02-28	2023.161640
4B-23-16	2023-02-27	2023.158900
NODE_0000444	2022-11-29	2022.912248
4B-23-19	2023-02-28	2023.161640
4B-23-05	2023-01-19	2023.052050
NODE_0000666	2021-11-09	2021.856117
NODE_0000667	2022-10-11	2022.775366
RADDL4B-24-063	2024-04-12	2024.281420
RADDL4B-24-113	2024-08-20	2024.633880
NODE_0000669	2022-03-07	2022.179523
RADDL4B-23-080	2023-10-26	2023.816440
NODE_0000670	2022-10-29	2022.825516
4B-23-11	2023-02-07	2023.101370
RADDL4B-23-045	2023-08-02	2023.586300
NODE_0000671	2022-03-19	2022.212730
RADDL4B-23-056	2023-09-10	2023.693150
NODE_0000673	2022-10-01	2022.747950
4B-22-37	2022-10-01	2022.747950
4B-23-07	2023-02-07	2023.101370
4B-23-02	2023-01-13	2023.032880
NODE_0000676	2022-12-12	2022.945210
4B-22-45	2022-12-12	2022.945210
4B-23-01	2023-01-19	2023.052050
NODE_0000682	2022-11-25	2022.899579
4B-23-06	2023-02-01	2023.087670
4B-23-12	2023-02-14	2023.120550
NODE_0000458	2022-10-15	2022.789017
4B-23-15	2023-02-16	2023.126030
NODE_0000463	2022-10-21	2022.802740
4B-22-39	2022-10-21	2022.802740
NODE_0000477	2022-11-16	2022.874342
Z-22-103	2022-11-20	2022.887670
NODE_0000480	2022-11-20	2022.887647
4B-22-41	2022-11-23	2022.895890
NODE_0000481	2022-11-26	2022.901370
4B-22-42	2022-11-26	2022.901370
NODE_0000482	2022-12-11	2022.942470
4B-23-13	2023-02-09	2023.106850
4B-22-44	2022-12-11	2022.942470
NODE_0000686	2022-04-24	2022.311963
RADDL4B-23-076	2023-10-16	2023.791780
RADDL4B-23-042	2023-07-07	2023.512330
NODE_0000689	2022-08-22	2022.639081
RADDL4B-24-096	2024-04-15	2024.286890
RADDL4B-23-105	2023-11-12	2023.865750
NODE_0000690	2022-06-09	2022.438194
NODE_0000691	2022-09-26	2022.736081
NODE_0000692	2023-08-08	2023.600410
RADDL4B-24-095	2024-03-20	2024.215850
RADDL4B-24-117	2024-08-20	2024.633880
NODE_0000693	2024-03-20	2024.216157
RADDL4B-24-156	2024-07-25	2024.565570
RADDL4B-24-157	2024-07-07	2024.516390
NODE_0000694	2022-07-02	2022.500843
NODE_0000505	2023-02-04	2023.094448
RADDL4B-24-097	2024-04-26	2024.316940
NODE_0000520	2023-04-05	2023.259062
NODE_0000699	2023-09-30	2023.745210
RADDL4B-23-081	2023-09-30	2023.745210
RADDL4B-23-104	2023-12-12	2023.945210
NODE_0000531	2023-08-24	2023.643934
RADDL4B-24-066	2024-10-20	2024.800550
NODE_0000537	2023-08-28	2023.657530
RADDL4B-23-052	2023-08-28	2023.657530
RADDL4B-24-112	2024-05-15	2024.371580
NODE_0000700	2022-08-26	2022.649473
RADDL4B-24-098	2024-04-30	2024.327870
NODE_0000701	2022-09-10	2022.692272
NODE_0000702	2023-06-16	2023.455412
RADDL4B-24-185	2024-11-20	2024.885250
RADDL4B-24-187	2024-11-20	2024.885250
NODE_0000703	2023-01-03	2023.006621
RADDL4B-24-186	2024-12-19	2024.967210
NODE_0000705	2023-03-16	2023.204782
RADDL4B-24-154	2024-07-15	2024.535520
NODE_0000706	2023-09-01	2023.667590
RADDL4B-24-155	2024-07-10	2024.524590
RADDL4B-25-022	2025-12-19	2025.967120
NODE_0000707	2023-02-04	2023.094350
RADDL4B-24-188	2024-11-29	2024.909840
NODE_0000708	2023-03-01	2023.163377
RADDL4B-24-138	2024-06-19	2024.467210
NODE_0000709	2023-05-08	2023.349901
RADDL4B-24-116	2024-05-13	2024.363390
NODE_0000710	2023-08-05	2023.592934
RADDL4B-24-099	2024-03-20	2024.215850
RADDL4B-24-043	2024-03-03	2024.172130
NODE_0000711	2012-08-23	2012.642313
NODE_0000713	2020-05-01	2020.331201
OR971429	2021-10-03	2021.756160
OR971415	2021-04-12	2021.279450
NODE_0000714	2013-01-07	2013.018688
RADDL3-16-627	2016-07-27	2016.568310
NODE_0000715	2014-02-05	2014.098011
NODE_0000717	2017-05-03	2017.335390
OR971354	2020-08-24	2020.644810
OR971348	2019-09-24	2019.728770
OR971361	2022-06-10	2022.438360
NODE_0000719	2018-03-06	2018.177114
NODE_0000720	2019-10-09	2019.770610
Z-20-110	2020-10-22	2020.808740
OR971469	2021-01-12	2021.030140
OR971367	2022-08-09	2022.602740
NODE_0000722	2019-05-01	2019.330868
NODE_0000723	2021-01-14	2021.038030
OR971468	2021-11-10	2021.860270
OR971465	2021-08-26	2021.649320
NODE_0000724	2021-02-15	2021.125252
OR971357	2021-07-10	2021.520550
NODE_0000560	2021-07-06	2021.511741
OR971369	2022-08-15	2022.619180
OR971363	2022-06-26	2022.484930
NODE_0000726	2014-04-11	2014.274551
Z-15-009	2015-01-16	2015.041100
NODE_0000727	2015-03-16	2015.203753
NODE_0000728	2016-07-14	2016.534787
Z-16-150	2016-09-05	2016.677600
NODE_0000729	2017-05-23	2017.391170
Z-20-24	2020-02-14	2020.120220
NODE_0000730	2017-08-20	2017.633299
OR971452	2019-10-02	2019.753420
NODE_0000731	2018-10-08	2018.768953
NODE_0000732	2023-01-03	2023.005480
Z-23-01Sa	2023-01-03	2023.005480
Z-23-01	2023-01-03	2023.005480
NODE_0000733	2019-03-18	2019.209022
Z-19-136	2019-09-04	2019.676710
NODE_0000734	2019-05-01	2019.330260
OR971479	2022-02-22	2022.142470
OR971451	2019-09-25	2019.731510
NODE_0000735	2017-11-15	2017.873333
NODE_0000736	2018-03-21	2018.218521
MN857170	2019-05-27	2019.400000
OR971455	2019-08-04	2019.591780
NODE_0000737	2018-08-07	2018.599384
Z-19-88	2019-05-31	2019.410960
NODE_0000738	2018-12-06	2018.929912
Z-20-51	2020-03-02	2020.166670
NODE_0000739	2019-12-18	2019.961987
OR971364	2022-06-27	2022.487670
OR971466	2021-08-26	2021.649320
OR971445	2022-01-13	2022.032880
OR971462	2021-07-26	2021.567120
OR971355	2020-09-20	2020.721310
NODE_0000742	2020-12-24	2020.979386
OR971467	2021-09-23	2021.726030
OR971360	2021-05-10	2021.356160
NODE_0000745	2012-10-29	2012.825971
NODE_0000746	2015-07-18	2015.544540
MN857171	2019-05-06	2019.342470
NODE_0000747	2018-02-14	2018.123075
NODE_0000748	2021-12-21	2021.972600
OR971441	2022-01-18	2022.046580
OR971437	2021-12-21	2021.972600
NODE_0000749	2018-07-07	2018.513799
OR971422	2021-08-30	2021.663010
OR971335	2021-05-13	2021.364380
NODE_0000750	2012-12-31	2012.998555
NODE_0000751	2013-05-23	2013.389286
RADDL3-16-521	2016-06-14	2016.453550
Z-14-182	2014-08-20	2014.632880
NODE_0000752	2013-06-06	2013.429555
Z-18-159	2018-07-19	2018.545210
NODE_0000754	2014-01-26	2014.069805
RADDL3-1038	2015-10-22	2015.805480
NODE_0000755	2014-04-08	2014.268217
RADDL3-16-468	2016-05-31	2016.415300
NODE_0000756	2017-12-19	2017.966867
OR971432	2021-10-07	2021.767120
OR971338	2021-06-24	2021.479450
NODE_0000757	2013-12-05	2013.927973
NODE_0000758	2014-04-08	2014.267832
NODE_0000759	2014-10-01	2014.750550
OR971414	2021-04-06	2021.263010
RADDL3-845	2015-09-01	2015.668490
NODE_0000760	2015-04-23	2015.307277
OR971417	2021-04-15	2021.287670
NODE_0000762	2019-03-12	2019.193775
OR971403	2021-08-17	2021.624660
OR971401	2021-10-07	2021.767120
NODE_0000763	2015-09-01	2015.666942
NODE_0000764	2018-02-18	2018.133902
OR971412	2021-03-19	2021.210960
NODE_0000765	2019-12-31	2019.997871
OR971430	2021-10-04	2021.758900
OR971433	2021-10-12	2021.780820
NODE_0000766	2016-09-23	2016.727360
OR971427	2021-09-09	2021.690410
NODE_0000767	2020-12-22	2020.973898
OR971442	2022-01-07	2022.016440
OR971434	2021-10-12	2021.780820
NODE_0000768	2017-07-14	2017.532142
NODE_0000769	2020-05-26	2020.399784
OR971431	2021-10-06	2021.764380
OR971424	2021-09-02	2021.671230
NODE_0000770	2017-10-06	2017.764223
OR971413	2021-04-04	2021.257530
NODE_0000772	2018-01-04	2018.008369
OR971428	2021-09-24	2021.728770
OR971418	2021-04-26	2021.315070
NODE_0000773	2018-10-14	2018.785281
OR971440	2022-01-04	2022.008220
NODE_0000775	2019-02-24	2019.149246
OR971421	2021-08-30	2021.663010
OR971416	2021-04-15	2021.287670
NODE_0000776	2019-01-31	2019.084179
NODE_0000777	2021-10-11	2021.777015
OR971436	2021-12-09	2021.936990
R3-731	2021-12-09	2021.936990
NODE_0000778	2021-05-05	2021.339730
OR971419	2021-05-05	2021.339730
OR971443	2022-01-10	2022.024660
OR971439	2022-01-03	2022.005480
NODE_0000779	2021-07-09	2021.518031
OR971435	2021-10-27	2021.819180
OR971446	2022-01-18	2022.046580
NODE_0000260	1987-07-04	1987.505937
Z-98-616	1998-06-17	1998.460270
NODE_0000259	1997-09-27	1997.738384
Z-98-515	1998-05-19	1998.380820
NODE_0000249	2002-08-03	2002.586664
NODE_0000250	2003-04-03	2003.252961
Z-05-557	2005-12-03	2005.920550
NODE_0000251	2005-09-08	2005.685600
NODE_0000252	2006-03-29	2006.238787
Z-07-351	2007-10-25	2007.813700
Z-07-38	2007-05-02	2007.331510
NODE_0000253	2006-10-18	2006.795891
Z-13-086	2013-05-03	2013.334250
NODE_0000254	2011-03-15	2011.200014
NODE_0000255	2011-10-09	2011.772300
Z-13-036	2013-02-24	2013.150680
Z-13-020	2013-02-01	2013.087670
NODE_0000256	2011-05-22	2011.387976
Z-13-032	2013-02-14	2013.120550
Z-14-058	2014-03-13	2014.197260
NODE_0000258	2013-01-03	2013.005504
Z-14-152	2014-02-20	2014.136990
Z-15-148	2015-04-19	2015.298630
NODE_0000144	2003-06-18	2003.462342
Z-05-102	2005-02-21	2005.139730
NODE_0000146	2003-10-08	2003.767976
NODE_0000147	2006-08-03	2006.587016
Z-07-403	2007-12-21	2007.972600
NODE_0000148	2018-02-09	2018.107489
NODE_0000149	2021-12-06	2021.930332
OR971471	2022-01-20	2022.054790
4A-22-98	2022-01-21	2022.057530
NODE_0000150	2018-06-27	2018.485919
OR971477	2022-02-15	2022.123290
NODE_0000151	2018-11-24	2018.898316
OR971453	2019-10-16	2019.791780
NODE_0000152	2021-06-05	2021.425785
OR971481	2022-10-02	2022.753420
NODE_0000153	2021-10-23	2021.808509
4A-22-40	2022-01-10	2022.024660
OR971476	2022-02-14	2022.120550
NODE_0000154	2004-07-23	2004.559752
Z-08-351	2008-12-12	2008.945360
NODE_0000155	2004-09-14	2004.703035
Z-06-295	2006-07-21	2006.553420
NODE_0000156	2006-07-03	2006.502232
NODE_0000157	2006-09-18	2006.713530
Z-07-07	2007-01-08	2007.019180
NODE_0000158	2012-03-01	2012.164693
Z-13-089	2013-05-04	2013.336990
Z-13-066	2013-04-04	2013.257530
Z-18-114	2018-05-28	2018.402740
NODE_0000161	2013-04-14	2013.282339
NODE_0000162	2022-02-05	2022.098630
OR971475	2022-07-01	2022.498630
4A-22-171	2022-02-05	2022.098630
NODE_0000163	2013-06-12	2013.443840
Z-13-135	2013-06-12	2013.443840
Z-16-210	2016-12-15	2016.956280
NODE_0000165	2008-01-26	2008.068748
NODE_0000166	2012-08-29	2012.660078
NODE_0000167	2013-08-14	2013.616951
Z-14-136	2014-06-11	2014.441100
Z-14-106	2014-05-08	2014.347950
NODE_0000168	2012-12-16	2012.957477
NODE_0000169	2013-07-24	2013.559104
Z-15-116	2015-06-16	2015.457530
NODE_0000170	2015-04-08	2015.266868
Z-16-196	2016-11-22	2016.893440
Z-16-013	2016-01-15	2016.040980
NODE_0000171	2016-07-02	2016.502253
Z-18-251	2018-12-07	2018.931510
NODE_0000172	2017-01-19	2017.050584
Z-18-001	2018-01-02	2018.002740
NODE_0000173	2018-05-18	2018.376487
Z-20-33	2020-02-18	2020.131150
NODE_0000174	2018-09-03	2018.671557
MN857169	2019-05-31	2019.410960
OR971353	2020-07-23	2020.557380
NODE_0000176	2016-10-25	2016.814350
Z-17-217	2017-11-15	2017.873970
NODE_0000177	2017-04-16	2017.289897
Z-17-177	2017-09-25	2017.731510
NODE_0000178	2018-01-26	2018.071144
OR971480	2022-02-24	2022.147950
Z-19-123	2019-08-11	2019.608220
NODE_0000179	2010-07-07	2010.514712
NODE_0000180	2011-07-12	2011.528090
Z-12-118	2012-05-31	2012.412570
Z-15-019	2015-01-27	2015.073970
NODE_0000181	2011-08-20	2011.633057
Z-13-259	2013-12-17	2013.961640
Z-13-009	2013-01-19	2013.049320
NODE_0000183	2013-06-04	2013.422408
Z-14-05	2014-01-05	2014.010960
Z-14-142	2014-06-20	2014.468490
NODE_0000187	2014-07-08	2014.517559
Z-15-185	2015-10-17	2015.794520
Z-16-211	2016-12-18	2016.964480
NODE_0000184	2014-08-15	2014.620452
Z-17-221	2017-11-28	2017.906850
NODE_0000185	2014-09-30	2014.745410
Z-15-130	2015-06-19	2015.465750
Z-16-159	2016-12-19	2016.967210
NODE_0000190	2014-09-17	2014.710947
Z-15-163	2015-09-04	2015.676710
NODE_0000191	2016-05-07	2016.348048
OR971370	2022-08-15	2022.619180
NODE_0000192	2017-03-16	2017.204161
OR971378	2022-09-16	2022.706850
Z-20-01	2020-01-02	2020.005460
NODE_0000193	2009-10-13	2009.781399
Z-12-149	2012-06-27	2012.489070
NODE_0000195	2015-09-30	2015.746134
RADDL4B-24-007	2024-01-17	2024.043720
NODE_0000196	2017-06-05	2017.424754
NODE_0000197	2021-06-27	2021.485570
NODE_0000198	2022-01-10	2022.026950
RADDL4B-23-044	2023-07-31	2023.580820
RADDL4B-24-051	2024-03-25	2024.232240
NODE_0000199	2021-08-31	2021.665344
4B-2922JG	2022-02-09	2022.106850
NODE_0000200	2021-12-28	2021.990618
OR971495	2022-02-17	2022.128770
OR971496	2022-03-02	2022.167120
NODE_0000201	2017-12-02	2017.919769
NODE_0000202	2020-03-29	2020.242886
NODE_0000668	2021-08-08	2021.601105
4B-22-20	2022-05-18	2022.378080
4B-22-13	2022-04-22	2022.304110
NODE_0000204	2021-05-06	2021.344514
4B-22-40	2022-12-02	2022.917810
NODE_0000205	2021-06-16	2021.455044
RADDL4B-23-049	2023-08-30	2023.663010
NODE_0000206	2021-11-10	2021.859928
RADDL4B-24-052	2024-03-29	2024.240440
RADDL4B-24-093	2024-04-29	2024.325140
NODE_0000207	2018-08-02	2018.585681
NODE_0000208	2021-10-18	2021.796475
4B-22-16	2022-04-28	2022.320550
4B-22-35	2022-10-25	2022.813700
NODE_0000209	2020-12-19	2020.966217
NODE_0000210	2021-05-21	2021.385612
4B-22-31	2022-08-18	2022.627400
4B-22-21	2022-05-31	2022.410960
4B-22-17	2022-05-08	2022.347950
NODE_0000212	2021-08-30	2021.661608
NODE_0000213	2022-06-29	2022.492090
RADDL4B-24-174	2024-11-21	2024.890710
RADDL4B-25-032	2025-06-06	2025.427400
NODE_0000214	2023-01-10	2023.026466
RADDL4B-24-173	2024-08-20	2024.633880
NODE_0000679	2023-10-01	2023.750680
RADDL4B-24-046	2024-03-09	2024.188520
RADDL4B-23-058	2023-10-01	2023.750680
NODE_0000216	2010-09-10	2010.690782
NODE_0000217	2018-02-01	2018.086945
NODE_0000218	2021-12-18	2021.961712
OR971491	2022-02-03	2022.093150
4B-2422	2022-02-03	2022.093150
NODE_0000219	2020-07-05	2020.510047
4B-22-15	2022-01-05	2022.010960
NODE_0000220	2020-11-11	2020.862218
NODE_0000222	2021-03-04	2021.172600
OR971485	2021-05-03	2021.334250
4B-21-35	2021-03-04	2021.172600
NODE_0000223	2021-03-09	2021.186300
OR971486	2021-10-02	2021.753420
4B-21-310	2021-03-09	2021.186300
NODE_0000224	2021-04-11	2021.276710
4B-21-412	2021-04-11	2021.276710
4B-21-528	2021-05-28	2021.402740
NODE_0000226	2022-03-22	2022.220292
RADDL4B-23-090	2023-11-15	2023.873970
NODE_0000227	2022-09-27	2022.738194
RADDL4B-23-047	2023-08-23	2023.641100
RADDL4B-24-009	2024-01-28	2024.076500
NODE_0000228	2018-10-30	2018.829190
NODE_0000229	2021-02-09	2021.106850
OR971484	2021-09-01	2021.668490
4B-21-29	2021-02-09	2021.106850
NODE_0000230	2019-11-10	2019.859173
4B-21-126	2021-01-25	2021.068490
NODE_0000231	2021-02-25	2021.151244
OR971488	2021-04-23	2021.306850
4B-21-423	2021-04-23	2021.306850
NODE_0000233	2020-09-13	2020.700535
NODE_0000234	2021-03-01	2021.163127
OR971487	2021-04-13	2021.282190
4B-21-421	2021-04-13	2021.282190
NODE_0000235	2020-12-07	2020.932177
4B-21622	2022-02-16	2022.126030
NODE_0000237	2021-01-18	2021.048192
4B-22-28	2022-07-26	2022.567120
NODE_0000238	2021-05-17	2021.375160
NODE_0000239	2022-01-25	2022.067123
RADDL4B-24-080	2024-04-17	2024.295080
NODE_0000240	2022-03-07	2022.179471
4B-22-30	2022-08-12	2022.610960
RADDL4B-25-039	2025-07-20	2025.550680
NODE_0000241	2022-08-04	2022.589095
RADDL4B-24-023	2024-02-14	2024.122950
NODE_0000242	2023-12-13	2023.948796
RADDL4B-24-162	2024-09-26	2024.737700
RADDL4B-24-153	2024-07-24	2024.562840
NODE_0000243	2021-05-06	2021.343792
OR971494	2022-02-16	2022.126030
NODE_0000244	2021-10-21	2021.805022
4B-22-114	2022-01-14	2022.035620
OR971497	2022-01-01	2022.000000
OR971489	2022-01-05	2022.010960
NODE_0000247	2021-12-20	2021.969403
4B-2922HM	2022-02-09	2022.106850
NODE_0000611	2022-01-14	2022.035620
OR971490	2022-01-14	2022.035620
NODE_0000712	2022-02-09	2022.106850
OR971492	2022-09-01	2022.668490
OR971493	2022-02-09	2022.106850
NODE_0000139	2003-12-20	2003.968020
NODE_0000140	2007-02-08	2007.106359
Z-07-407	2007-12-25	2007.983560
NODE_0000141	2010-10-04	2010.756979
NODE_0000142	2012-08-09	2012.604847
OR971328	2019-10-13	2019.783560
Z-13-094	2013-05-09	2013.353420
NODE_0000143	2011-04-24	2011.309633
Z-13-071	2013-04-09	2013.271230
Z-12-088	2012-03-29	2012.240440
NODE_0000134	2004-05-07	2004.347977
NODE_0000135	2008-11-05	2008.845081
Z-09-94	2009-04-07	2009.265750
NODE_0000136	2011-11-05	2011.845470
Z-13-073	2013-04-11	2013.276710
NODE_0000137	2012-06-20	2012.469256
Z-13-096	2013-05-11	2013.358900
NODE_0000138	2013-02-20	2013.136990
Z-13-002	2013-02-20	2013.136990
Z-14-138	2014-06-15	2014.454790
NODE_0000131	2004-12-27	2004.986535
NODE_0000132	2009-12-15	2009.955528
Z-14-126	2014-05-31	2014.410960
NODE_0000133	2011-12-26	2011.985587
Z-12-134	2012-06-18	2012.461750
Z-13-134	2013-06-10	2013.438360
NODE_0000129	2006-11-13	2006.868359
NODE_0000130	2012-08-11	2012.611749
RADDL1-16-154	2016-07-20	2016.551910
Z-13-161	2013-07-20	2013.547950
NODE_0000123	2007-04-04	2007.256140
NODE_0000128	2008-12-29	2008.992677
Z-15-001	2015-01-01	2015.000000
Z-17-174	2017-09-23	2017.726030
NODE_0000124	2013-07-15	2013.536179
Z-17-193	2017-10-12	2017.780820
NODE_0000125	2015-01-08	2015.019687
Z-16-186	2016-03-20	2016.215850
NODE_0000126	2016-04-29	2016.325349
OR971463	2021-05-08	2021.347950
OR971459	2020-05-28	2020.407100
NODE_0000119	2007-12-18	2007.964380
Z-07-398	2007-12-18	2007.964380
NODE_0000121	2017-07-12	2017.526201
OR971388	2021-11-02	2021.835620
NODE_0000122	2019-07-28	2019.569928
OR971326	2019-09-26	2019.734250
OR971324	2019-09-03	2019.673970
NODE_0000118	2011-07-24	2011.560747
Z-12-012	2012-01-15	2012.040980
NODE_0000117	2013-05-27	2013.401412
Z-14-098	2014-04-29	2014.323290
NODE_0000104	2015-01-11	2015.028848
NODE_0000105	2017-08-08	2017.600844
OR971385	2019-11-06	2019.846580
NODE_0000106	2019-08-04	2019.589293
NODE_0000107	2020-08-06	2020.596232
OR971330	2021-02-24	2021.147950
NODE_0000108	2020-12-15	2020.953886
OR971337	2021-06-17	2021.460270
OR971336	2021-08-05	2021.594520
NODE_0000109	2020-11-14	2020.870626
NODE_0000744	2021-05-09	2021.353420
OR971340	2021-11-14	2021.871230
OR971334	2021-05-09	2021.353420
NODE_0000110	2021-01-19	2021.050408
CAR-22-020	2022-01-01	2022.000000
NODE_0000753	2021-07-20	2021.549192
OR971343	2022-01-14	2022.035620
OR971346	2022-03-16	2022.202740
NODE_0000114	2021-01-29	2021.078923
OR971339	2021-03-10	2021.189040
NODE_0000660	2021-02-23	2021.145588
OR971344	2022-01-02	2022.002740
NODE_0000761	2021-02-27	2021.158900
OR971331	2021-02-27	2021.158900
OR971341	2022-04-01	2022.246580
NODE_0000103	2015-07-08	2015.515090
Z-16-082	2016-05-23	2016.393440
NODE_0000092	2016-05-04	2016.340964
NODE_0000093	2016-09-16	2016.709404
Z-17-046	2017-03-05	2017.175340
OR971447	2019-05-06	2019.342470
NODE_0000095	2018-09-10	2018.690877
NODE_0000096	2020-04-26	2020.318343
OR971470	2022-11-01	2022.832880
NODE_0000097	2021-05-23	2021.391378
OR971460	2021-12-10	2021.939730
OR971358	2021-10-12	2021.780820
NODE_0000098	2021-03-31	2021.246011
NODE_0000099	2022-08-05	2022.593624
4B-23-03	2023-01-21	2023.057530
NODE_0000100	2022-10-07	2022.766240
Z-22-121	2022-12-18	2022.964380
4B-23-04	2023-01-30	2023.082190
NODE_0000101	2022-10-27	2022.819335
RADDL4B-23-046	2023-07-04	2023.504110
NODE_0000102	2023-03-13	2023.194993
RADDL4B-24-042	2024-02-11	2024.114750
RADDL4B-24-114	2024-05-18	2024.377050
NODE_0000091	2018-02-25	2018.152478
OR971449	2019-08-26	2019.652050
NODE_0000088	2018-07-31	2018.580550
NODE_0000089	2021-05-01	2021.330700
OR971478	2022-02-17	2022.128770
NODE_0000090	2021-08-21	2021.636231
OR971482	2022-03-24	2022.224660
OR971461	2021-11-29	2021.909590
NODE_0000085	2020-10-28	2020.824165
NODE_0000678	2021-05-03	2021.336306
OR971473	2022-01-24	2022.065750
NODE_0000780	2021-11-12	2021.863398
OR971472	2022-01-23	2022.063010
4A-22-203	2022-02-11	2022.112330
NODE_0000069	2021-10-19	2021.799894
NODE_0000782	2022-09-01	2022.667830
NODE_0000783	2023-01-03	2023.007874
NODE_0000784	2023-01-03	2023.007874
RADDL4B-23-089	2023-07-20	2023.547950
RADDL4B-24-018	2024-02-01	2024.084700
NODE_0000082	2023-07-05	2023.506852
RADDL4B-24-101	2024-04-25	2024.314210
NODE_0000083	2023-09-06	2023.679754
RADDL4B-23-065	2023-10-23	2023.808220
RADDL4B-24-120	2024-09-20	2024.718580
NODE_0000071	2022-11-29	2022.910957
RADDL4B-24-029	2024-02-19	2024.136610
NODE_0000073	2024-03-12	2024.196720
RADDL4B-24-049	2024-03-12	2024.196720
RADDL4B-24-102	2024-04-27	2024.322400
NODE_0000074	2023-04-03	2023.254439
NODE_0000075	2023-10-01	2023.750290
RADDL4B-24-184	2024-11-18	2024.882510
RADDL4B-24-054	2024-03-20	2024.215850
RADDL4B-24-081	2024-04-15	2024.286890
NODE_0000077	2023-07-03	2023.502498
RADDL4B-24-030	2024-02-17	2024.128420
RADDL4B-24-181	2024-09-08	2024.688520
RADDL4B-24-125	2024-05-13	2024.363390
NODE_0000080	2023-11-02	2023.837401
RADDL4B-24-069	2024-03-20	2024.215850
RADDL4B-24-122	2024-10-20	2024.800550
NODE_0000066	2021-12-09	2021.938018
NODE_0000067	2023-06-25	2023.479745
RADDL4B-24-062	2024-01-19	2024.051910
NODE_0000795	2023-10-27	2023.819640
RADDL4B-24-017	2024-01-24	2024.065570
RADDL4B-24-014	2024-01-28	2024.076500
NODE_0000065	2021-12-29	2021.994182
RADDL4B-23-099	2023-11-30	2023.912330
NODE_0000064	2022-03-12	2022.192552
RADDL4B-24-035	2024-02-26	2024.153010
NODE_0000060	2022-04-12	2022.278187
RADDL4B-23-070	2023-10-23	2023.808220
NODE_0000062	2022-10-22	2022.806650
RADDL4B-24-127	2024-05-15	2024.371580
NODE_0000063	2023-02-21	2023.141521
RADDL4B-24-057	2024-01-19	2024.051910
RADDL4B-24-107	2024-03-20	2024.215850
NODE_0000059	2022-05-02	2022.333604
RADDL4B-24-021	2024-02-01	2024.084700
NODE_0000051	2022-07-19	2022.546222
RADDL4B-24-015	2024-01-31	2024.081970
NODE_0000054	2022-10-01	2022.750564
RADDL4B-24-053	2024-03-16	2024.207650
RADDL4B-24-058	2024-03-20	2024.215850
NODE_0000804	2023-02-03	2023.090926
RADDL4B-23-101	2023-12-05	2023.926030
RADDL4B-24-059	2024-03-20	2024.215850
NODE_0000056	2022-09-07	2022.682658
RADDL4B-24-016	2024-01-31	2024.081970
NODE_0000057	2023-03-30	2023.241442
RADDL4B-23-098	2023-11-27	2023.904110
RADDL4B-24-100	2024-04-24	2024.311480
NODE_0000049	2022-09-13	2022.699811
RADDL4B-23-085	2023-08-20	2023.632880
RADDL4B-24-037	2024-02-28	2024.158470
NODE_0000046	2022-10-30	2022.828265
RADDL4B-23-095	2023-11-28	2023.906850
NODE_0000047	2023-04-20	2023.300146
RADDL4B-23-061	2023-10-08	2023.769860
RADDL4B-23-072	2023-10-23	2023.808220
NODE_0000036	2022-11-14	2022.871075
RADDL4B-24-011	2024-01-23	2024.062840
RADDL4B-24-086	2024-04-20	2024.300550
NODE_0000038	2023-05-09	2023.351008
RADDL4B-24-003	2024-01-09	2024.021860
